,default,2,3,4,5,6,7,8,9,10,11,12
max,0.08701128400513425,0.3615551548750999,-0.3700336493160251,-0.07547497749543308,0.5562177371234556,-0.44071376870854395,0.27289079066470223,0.27289079066470223,0.11980156992009072,0.15086487492594047,0.13624261066968613,0.07415657283810906
mean,0.1259648507921005,0.3935976621707562,-0.3115300673408864,-0.045372053695679204,0.6997400361485047,-0.4211513136057665,0.32317967774123035,0.32317967774123035,0.14888794544263817,0.20288756538720998,0.17490765224326088,0.10083780235035866
min,0.17301307259638676,0.42568454838546654,-0.2325243805684537,-0.011896938847124505,0.8841756872011328,-0.4000147620096911,0.38771931385473346,0.38771931385473346,0.18695590571683462,0.259115173186951,0.21791980837187186,0.1336251985829664
std,-0.3618638192596776,-0.22609321009026306,-0.7882719052909615,-0.47051967488326396,-0.7929944906313244,-0.6888930512646163,-0.2591561227556496,-0.2591561227556496,-0.16537378197572772,-0.53023918085439,-0.26282328848803016,-0.27000997676483574
