grain-here,max-grain-here
7,7
14,14
29,29
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15,15
30,30
15,15
0,0
0,0
7,7
26,26
21,21
29,29
21,21
7,7
7,7
8,8
8,8
8,8
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
14,14
21,21
29,29
7,7
7,7
7,7
7,7
14,14
29,29
14,14
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
22,22
27,27
23,23
8,8
7,7
14,14
14,14
14,14
7,7
14,14
26,26
14,14
15,15
24,24
15,15
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
30,30
14,14
7,7
7,7
26,26
7,7
14,14
28,28
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
29,29
31,31
25,25
16,16
7,7
26,26
7,7
0,0
0,0
7,7
7,7
14,14
29,29
22,22
29,29
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
14,14
7,7
0,0
7,7
7,7
7,7
7,7
7,7
31,31
25,25
24,24
7,7
7,7
7,7
0,0
0,0
7,7
7,7
14,14
7,7
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
7,7
26,26
7,7
0,0
14,14
29,29
14,14
0,0
7,7
23,23
27,27
23,23
7,7
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
14,14
7,7
0,0
21,21
31,31
28,28
7,7
14,14
29,29
22,22
29,29
7,7
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
14,14
7,7
14,14
7,7
7,7
0,0
7,7
26,26
7,7
0,0
7,7
21,21
31,31
21,21
26,26
14,14
7,7
14,14
7,7
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
28,28
14,14
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
14,14
26,26
14,14
26,26
7,7
7,7
14,14
14,14
7,7
0,0
7,7
28,28
14,14
14,14
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
14,14
21,21
28,28
21,21
29,29
7,7
0,0
14,14
29,29
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
14,14
7,7
7,7
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
26,26
14,14
28,28
14,14
14,14
7,7
21,21
28,28
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
21,21
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
14,14
29,29
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
7,7
7,7
14,14
7,7
7,7
7,7
29,29
28,28
21,21
21,21
7,7
7,7
0,0
0,0
0,0
0,0
8,8
16,16
23,23
15,15
7,7
7,7
7,7
14,14
26,26
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
28,28
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
7,7
14,14
31,31
28,28
14,14
26,26
7,7
0,0
0,0
0,0
7,7
15,15
25,25
24,24
29,29
7,7
7,7
26,26
14,14
7,7
14,14
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
14,14
29,29
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
7,7
14,14
14,14
14,14
7,7
7,7
0,0
0,0
0,0
7,7
29,29
23,23
30,30
22,22
14,14
7,7
7,7
7,7
0,0
0,0
0,0
0,0
14,14
29,29
14,14
0,0
0,0
0,0
0,0
7,7
28,28
14,14
7,7
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
21,21
7,7
7,7
0,0
0,0
14,14
14,14
14,14
0,0
0,0
0,0
0,0
0,0
7,7
29,29
28,28
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
21,21
29,29
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
14,14
21,21
26,26
7,7
7,7
7,7
14,14
29,29
14,14
7,7
0,0
7,7
7,7
7,7
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
14,14
29,29
30,30
14,14
7,7
7,7
7,7
14,14
14,14
29,29
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
14,14
7,7
7,7
7,7
26,26
14,14
14,14
28,28
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
14,14
26,26
14,14
14,14
14,14
7,7
0,0
7,7
26,26
14,14
28,28
14,14
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
14,14
14,14
14,14
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
7,7
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
29,29
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
29,29
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
28,28
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
14,14
28,28
14,14
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
14,14
21,21
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
29,29
14,14
14,14
7,7
14,14
14,14
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
29,29
14,14
7,7
7,7
7,7
7,7
0,0
7,7
14,14
14,14
14,14
26,26
7,7
14,14
29,29
14,14
0,0
0,0
0,0
0,0
0,0
7,7
14,14
29,29
14,14
26,26
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
14,14
14,14
28,28
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
14,14
21,21
31,31
7,7
7,7
26,26
7,7
0,0
7,7
29,29
28,28
14,14
7,7
7,7
14,14
28,28
14,14
0,0
0,0
0,0
0,0
0,0
7,7
28,28
14,14
14,14
7,7
7,7
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
7,7
14,14
14,14
14,14
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
28,28
14,14
7,7
7,7
7,7
7,7
0,0
7,7
14,14
14,14
7,7
7,7
7,7
14,14
7,7
7,7
7,7
7,7
14,14
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
15,15
15,15
15,15
7,7
0,0
0,0
0,0
7,7
26,26
14,14
29,29
14,14
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
0,0
7,7
14,14
29,29
14,14
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
15,15
24,24
29,29
7,7
0,0
0,0
0,0
7,7
7,7
14,14
14,14
28,28
21,21
14,14
7,7
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
7,7
7,7
7,7
7,7
0,0
7,7
28,28
14,14
14,14
14,14
14,14
7,7
0,0
7,7
26,26
7,7
7,7
7,7
7,7
7,7
29,29
22,22
15,15
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
29,29
28,28
7,7
0,0
7,7
7,7
7,7
0,0
7,7
26,26
7,7
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
7,7
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
14,14
14,14
14,14
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
21,21
14,14
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
29,29
14,14
7,7
26,26
7,7
7,7
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
0,0
7,7
7,7
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
21,21
14,14
14,14
7,7
0,0
7,7
7,7
14,14
29,29
21,21
29,29
14,14
7,7
7,7
7,7
26,26
14,14
14,14
14,14
14,14
7,7
14,14
26,26
21,21
14,14
14,14
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
14,14
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
26,26
7,7
0,0
0,0
7,7
26,26
14,14
14,14
30,30
14,14
14,14
26,26
14,14
14,14
14,14
14,14
26,26
7,7
7,7
26,26
14,14
7,7
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
14,14
29,29
14,14
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
8,8
8,8
8,8
0,0
7,7
7,7
7,7
0,0
0,0
14,14
14,14
14,14
7,7
14,14
14,14
21,21
14,14
21,21
26,26
7,7
7,7
7,7
7,7
7,7
7,7
16,16
18,18
25,25
16,16
7,7
0,0
7,7
7,7
14,14
7,7
14,14
7,7
7,7
7,7
21,21
31,31
14,14
7,7
14,14
29,29
14,14
14,14
29,29
7,7
0,0
7,7
15,15
24,24
15,15
14,14
7,7
14,14
7,7
7,7
0,0
7,7
26,26
7,7
0,0
7,7
26,26
14,14
26,26
14,14
7,7
7,7
0,0
0,0
0,0
0,0
8,8
26,26
29,29
28,28
26,26
8,8
0,0
7,7
26,26
21,21
29,29
14,14
0,0
0,0
7,7
28,28
21,21
14,14
14,14
28,28
14,14
21,21
31,31
21,21
7,7
0,0
7,7
29,29
22,22
29,29
14,14
26,26
14,14
29,29
14,14
7,7
7,7
7,7
7,7
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
8,8
27,27
26,26
26,26
26,26
8,8
0,0
14,14
14,14
28,28
28,28
14,14
7,7
7,7
14,14
14,14
21,21
29,29
14,14
7,7
7,7
14,14
28,28
14,14
7,7
7,7
14,14
7,7
14,14
14,14
21,21
14,14
14,14
14,14
28,28
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
8,8
17,17
26,26
26,26
17,17
8,8
7,7
14,14
29,29
14,14
7,7
7,7
14,14
29,29
14,14
7,7
28,28
14,14
7,7
0,0
0,0
14,14
14,14
14,14
7,7
26,26
7,7
0,0
0,0
7,7
29,29
14,14
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
0,0
7,7
14,14
29,29
14,14
26,26
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
28,28
14,14
7,7
0,0
0,0
14,14
28,28
21,21
14,14
14,14
7,7
0,0
0,0
0,0
7,7
26,26
7,7
7,7
7,7
7,7
