grain-here,max-grain-here
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
29,29
14,14
14,14
26,26
7,7
0,0
7,7
14,14
28,28
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
14,14
28,28
14,14
7,7
7,7
7,7
7,7
14,14
7,7
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
29,29
14,14
7,7
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
7,7
26,26
14,14
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
7,7
26,26
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
14,14
28,28
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
21,21
29,29
14,14
0,0
0,0
7,7
26,26
7,7
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
7,7
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
14,14
0,0
0,0
7,7
7,7
7,7
0,0
14,14
14,14
14,14
0,0
0,0
7,7
26,26
7,7
0,0
7,7
14,14
14,14
0,0
0,0
0,0
0,0
7,7
26,26
7,7
7,7
15,15
15,15
23,23
30,30
15,15
0,0
0,0
0,0
7,7
7,7
14,14
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
0,0
0,0
7,7
7,7
14,14
7,7
14,14
26,26
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
30,30
24,24
31,31
24,24
15,15
0,0
0,0
0,0
7,7
26,26
14,14
14,14
14,14
14,14
26,26
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
14,14
29,29
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
26,26
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
15,15
31,31
28,28
24,24
8,8
0,0
0,0
7,7
14,14
14,14
7,7
14,14
29,29
21,21
7,7
7,7
0,0
0,0
0,0
0,0
14,14
29,29
21,21
7,7
7,7
0,0
0,0
7,7
28,28
14,14
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
23,23
24,24
16,16
0,0
0,0
0,0
14,14
29,29
14,14
0,0
14,14
31,31
21,21
7,7
0,0
0,0
0,0
0,0
0,0
21,21
31,31
28,28
26,26
7,7
0,0
0,0
14,14
21,21
21,21
7,7
0,0
0,0
0,0
14,14
29,29
14,14
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
23,23
24,24
16,16
8,8
0,0
14,14
28,28
14,14
0,0
7,7
14,14
28,28
7,7
0,0
0,0
0,0
0,0
0,0
14,14
28,28
21,21
14,14
14,14
7,7
0,0
7,7
29,29
28,28
14,14
7,7
7,7
0,0
14,14
28,28
21,21
7,7
7,7
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
15,15
24,24
28,28
20,20
10,10
8,8
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
0,0
7,7
14,14
14,14
14,14
30,30
22,22
15,15
14,14
7,7
14,14
26,26
15,15
15,15
15,15
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,8
27,27
27,27
31,31
27,27
18,18
8,8
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
14,14
22,22
26,26
29,29
14,14
7,7
14,14
15,15
31,31
26,26
16,16
0,0
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
11,11
25,25
31,31
28,28
27,27
15,15
14,14
7,7
7,7
0,0
7,7
26,26
7,7
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
22,22
15,15
14,14
26,26
7,7
8,8
25,25
24,24
16,16
0,0
0,0
7,7
7,7
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
9,9
26,26
31,31
26,26
25,25
29,29
14,14
26,26
7,7
0,0
14,14
14,14
21,21
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
7,7
7,7
14,14
15,15
23,23
16,16
8,8
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
22,22
23,23
23,23
15,15
14,14
14,14
7,7
7,7
0,0
7,7
29,29
21,21
29,29
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
29,29
28,28
14,14
26,26
7,7
7,7
7,7
7,7
0,0
7,7
14,14
30,30
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
26,26
7,7
7,7
7,7
14,14
14,14
14,14
7,7
7,7
29,29
14,14
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
7,7
26,26
7,7
7,7
14,14
14,14
14,14
7,7
7,7
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
14,14
26,26
7,7
7,7
14,14
21,21
28,28
7,7
0,0
14,14
14,14
14,14
7,7
7,7
14,14
7,7
14,14
7,7
7,7
0,0
0,0
0,0
7,7
7,7
14,14
14,14
14,14
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
14,14
26,26
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
7,7
26,26
14,14
7,7
7,7
7,7
14,14
26,26
7,7
7,7
26,26
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
14,14
29,29
14,14
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
7,7
26,26
14,14
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
14,14
14,14
0,0
7,7
26,26
14,14
7,7
7,7
14,14
14,14
28,28
14,14
14,14
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
28,28
7,7
0,0
7,7
21,21
21,21
14,14
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
14,14
26,26
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
14,14
29,29
14,14
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
7,7
29,29
28,28
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
7,7
26,26
7,7
7,7
26,26
14,14
7,7
14,14
7,7
14,14
7,7
7,7
7,7
7,7
14,14
14,14
14,14
14,14
31,31
14,14
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
7,7
14,14
14,14
7,7
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
7,7
26,26
7,7
7,7
26,26
14,14
14,14
29,29
14,14
7,7
14,14
14,14
28,28
21,21
14,14
14,14
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
21,21
29,29
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
14,14
7,7
21,21
31,31
21,21
14,14
26,26
7,7
7,7
7,7
14,14
26,26
7,7
0,0
0,0
7,7
14,14
29,29
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
14,14
30,30
14,14
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
14,14
28,28
14,14
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
7,7
14,14
31,31
14,14
7,7
7,7
14,14
14,14
7,7
7,7
26,26
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
14,14
29,29
7,7
7,7
14,14
21,21
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
28,28
14,14
7,7
0,0
7,7
29,29
28,28
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
15,15
16,16
24,24
23,23
30,30
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
29,29
14,14
0,0
0,0
7,7
28,28
14,14
0,0
7,7
26,26
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
7,7
26,26
7,7
7,7
26,26
15,15
26,26
29,29
27,27
15,15
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
14,14
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
29,29
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
14,14
14,14
22,22
24,24
27,27
24,24
8,8
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
14,14
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
8,8
8,8
8,8
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
0,0
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
14,14
14,14
7,7
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
29,29
31,31
14,14
7,7
0,0
0,0
0,0
7,7
26,26
7,7
14,14
29,29
21,21
26,26
14,14
7,7
7,7
7,7
7,7
14,14
14,14
14,14
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
26,26
14,14
29,29
14,14
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
7,7
14,14
21,21
21,21
28,28
7,7
0,0
0,0
0,0
7,7
14,14
14,14
21,21
28,28
21,21
7,7
7,7
0,0
0,0
7,7
26,26
14,14
29,29
28,28
14,14
26,26
14,14
7,7
7,7
0,0
0,0
0,0
15,15
23,23
30,30
22,22
28,28
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
7,7
7,7
0,0
7,7
7,7
7,7
7,7
26,26
7,7
7,7
7,7
7,7
0,0
7,7
7,7
7,7
7,7
26,26
14,14
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
14,14
14,14
14,14
14,14
7,7
14,14
26,26
7,7
0,0
7,7
7,7
23,23
26,26
25,25
15,15
7,7
7,7
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
14,14
29,29
14,14
7,7
7,7
7,7
0,0
7,7
7,7
7,7
7,7
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
26,26
23,23
24,24
24,24
8,8
0,0
7,7
14,14
29,29
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
14,14
0,0
0,0
0,0
7,7
14,14
29,29
7,7
14,14
14,14
14,14
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
15,15
8,8
8,8
0,0
0,0
7,7
28,28
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
31,31
21,21
14,14
7,7
26,26
14,14
7,7
14,14
29,29
14,14
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
14,14
29,29
7,7
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
14,14
7,7
0,0
0,0
0,0
0,0
0,0
7,7
14,14
28,28
7,7
7,7
7,7
14,14
26,26
14,14
14,14
28,28
7,7
0,0
0,0
0,0
0,0
15,15
30,30
23,23
15,15
15,15
7,7
0,0
0,0
7,7
28,28
14,14
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
29,29
28,28
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
8,8
8,8
8,8
15,15
24,24
31,31
25,25
29,29
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
14,14
21,21
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,8
24,24
26,26
23,23
15,15
31,31
28,28
31,31
15,15
7,7
7,7
7,7
7,7
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
7,7
26,26
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
8,8
25,25
24,24
23,23
26,26
23,23
24,24
31,31
15,15
14,14
14,14
28,28
7,7
0,0
0,0
7,7
29,29
30,30
14,14
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
14,14
14,14
14,14
