grain-here,max-grain-here
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
7,7
14,14
26,26
22,22
23,23
30,30
15,15
7,7
7,7
7,7
14,14
14,14
14,14
7,7
7,7
26,26
14,14
7,7
7,7
0,0
7,7
7,7
7,7
0,0
7,7
7,7
14,14
26,26
7,7
7,7
26,26
14,14
7,7
7,7
7,7
14,14
14,14
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
14,14
14,14
30,30
26,26
28,28
29,29
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
14,14
26,26
7,7
7,7
7,7
7,7
7,7
7,7
7,7
0,0
14,14
14,14
14,14
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
7,7
29,29
14,14
7,7
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
7,7
26,26
23,23
24,24
31,31
22,22
14,14
14,14
26,26
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
14,14
29,29
14,14
7,7
29,29
14,14
7,7
14,14
29,29
14,14
0,0
0,0
0,0
0,0
0,0
0,0
7,7
14,14
14,14
14,14
14,14
28,28
14,14
7,7
7,7
7,7
26,26
7,7
0,0
7,7
0,0
0,0
0,0
7,7
7,7
15,15
8,8
8,8
7,7
26,26
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21,21
31,31
21,21
14,14
21,21
31,31
7,7
14,14
28,28
14,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
14,14
14,14
14,14
14,14
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
28,28
14,14
7,7
28,28
14,14
7,7
7,7
7,7
14,14
7,7
7,7
0,0
0,0
7,7
7,7
14,14
14,14
14,14
14,14
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
8,8
8,8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
7,7
0,0
7,7
14,14
29,29
14,14
26,26
7,7
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
8,8
26,26
23,23
7,7
7,7
0,0
8,8
8,8
8,8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
28,28
14,14
14,14
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
26,26
15,15
24,24
25,25
23,23
26,26
7,7
0,0
16,16
26,26
24,24
8,8
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
14,14
21,21
22,22
27,27
16,16
15,15
7,7
7,7
0,0
16,16
26,26
26,26
17,17
8,8
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
14,14
29,29
14,14
29,29
23,23
0,0
0,0
0,0
0,0
0,0
8,8
25,25
25,25
24,24
31,31
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14,14
14,14
14,14
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
7,7
28,28
14,14
14,14
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
17,17
28,28
29,29
16,16
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
7,7
29,29
14,14
7,7
0,0
0,0
7,7
29,29
14,14
7,7
7,7
7,7
14,14
26,26
7,7
7,7
14,14
14,14
14,14
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
16,16
24,24
24,24
8,8
7,7
7,7
7,7
7,7
26,26
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
14,14
21,21
28,28
14,14
7,7
7,7
7,7
14,14
28,28
7,7
7,7
26,26
14,14
7,7
7,7
0,0
7,7
26,26
14,14
26,26
7,7
7,7
7,7
14,14
14,14
29,29
14,14
15,15
15,15
8,8
0,0
7,7
26,26
7,7
7,7
7,7
14,14
7,7
7,7
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
0,0
0,0
0,0
14,14
29,29
21,21
7,7
14,14
26,26
7,7
0,0
7,7
14,14
14,14
14,14
7,7
7,7
0,0
0,0
0,0
7,7
7,7
14,14
7,7
7,7
7,7
26,26
14,14
28,28
14,14
14,14
26,26
7,7
0,0
0,0
14,14
14,14
14,14
0,0
0,0
7,7
26,26
7,7
0,0
7,7
7,7
7,7
0,0
7,7
26,26
7,7
7,7
7,7
7,7
14,14
28,28
14,14
0,0
7,7
7,7
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
14,14
14,14
21,21
14,14
14,14
14,14
7,7
7,7
0,0
0,0
7,7
26,26
7,7
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
7,7
26,26
7,7
7,7
14,14
14,14
7,7
0,0
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
7,7
29,29
28,28
14,14
7,7
7,7
0,0
0,0
7,7
26,26
15,15
15,15
29,29
7,7
7,7
7,7
7,7
0,0
7,7
7,7
7,7
7,7
7,7
7,7
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
14,14
14,14
7,7
0,0
7,7
26,26
7,7
0,0
0,0
0,0
0,0
7,7
7,7
7,7
0,0
0,0
0,0
7,7
14,14
14,14
14,14
26,26
7,7
0,0
0,0
