"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-10"
"05/18/2021 19:19:47:871 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"num-grain-grown","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"life-expectancy-max","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83","83"
"metabolism-max","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15"
"grain-growth-interval","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"percent-best-land","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10"
"max-vision","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"life-expectancy-min","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"num-people","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250"
"[reporter]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
"[final]","67.55217312403596","67.30902950233435","64.25550824906863","61.899962205319596","65.48970427163201","61.574535741541595","67.25189668399966","64.87868245743894","63.74556094521829","63.9717064901518","65.02291573563728","64.90299079754605","62.955258284408366","66.13488449314549","71.96730088698922","67.03614457831321","69.7169644610249","67.888885488708","69.2104522113632","66.3916071149131"
"[min]","33.31287188828173","33.145157200811354","33.916575258988395","32.913434819379034","33.36492454913507","32.702491849091764","31.938495092693564","34.42574194370144","30.139010533790987","32.99273382188548","33.345847020178326","33.33039399624767","30.704553415061294","30.48604975587072","31.911422708618353","31.58283677999765","31.12764677574593","31.704051922843632","31.739025596636573","35.286522633744866"
"[max]","72.16263435194942","72.94701954237459","72.81915668685396","71.90607107601186","73.46946095511375","71.65224454308336","74.3993758699654","73.01296874200642","70.61165921157146","70.19747306562198","70.95168491092504","73.94034064611684","72.48080133555928","72.09836479720735","72.81496790080024","71.59736981934113","73.82452151316777","75.6037735849057","71.99936652433017","72.55579790609137"
"[mean]","64.52826702519948","65.95891120858325","64.64890760649551","64.21297967256845","66.64124538298384","64.57694257214483","65.04316848979249","66.65664916779194","64.3178165405675","64.28284322699542","64.12251368689707","65.03631870198979","65.03335424200209","65.04811811590959","65.4723031327907","64.59593901893285","67.15968994495597","65.86965803645705","64.69288299923952","65.23569120333505"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"33.62532833020639","33.18929437284675","35.07525951557094","32.913434819379034","33.36492454913507","32.78102360364572","34.116537658188946","34.42574194370144","32.74103002196731","32.99273382188548","34.3763122963678","34.89547738693469","32.59161398067517","30.48604975587072","32.05748248535662","32.89070711896799","31.12764677574593","32.752102831418085","31.997892387800647","35.286522633744866"
,"33.31287188828173","33.145157200811354","33.916575258988395","34.4260646933933","33.74094335035255","32.702491849091764","32.50939246225182","34.78823303947873","30.139010533790987","34.11023036908597","33.345847020178326","33.33039399624767","30.704553415061294","31.651995503091634","31.911422708618353","31.58283677999765","31.851134380453757","31.704051922843632","31.739025596636573","35.358904109589055"
,"34.7241706690495","34.9956295771321","35.83630603144803","34.76557493770023","34.37885337276763","33.644337770019625","31.938495092693564","35.272978049066815","31.225897103329032","35.805193319606516","35.20280583613919","34.00969131371143","31.03279843868591","32.49765234255385","32.406842890641656","33.57466844979381","36.148071021481805","33.293434747798244","34.97477498815731","36.08872342844155"
,"34.87695053544112","36.156861684870776","37.49757655871337","35.47350332594235","36.08279254762403","34.80034947578633","33.016996600679896","38.07139701822199","31.161220043572996","35.59338480801335","35.06479591836738","35.57312186978299","31.280509304603328","35.83745835316516","34.07670115399921","33.153590157321496","36.35133924126256","35.44938192668372","35.88776837996097","37.927251486830926"
,"35.56115748991656","37.4585402939686","39.209077537297766","37.141863921027486","38.34949865978357","37.153646797482416","34.183468121120946","41.39516968561316","32.24860284012826","36.20652380049306","35.21911278905143","36.74332374691865","33.36396565602362","37.93899437412097","36.33181687577818","36.1816762841737","36.359019103600325","36.193655766594894","36.527453390698625","38.649123675611456"
