"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-1"
"05/25/2021 15:50:51:098 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","35.12663975782042","33.73409422049541","33.43585933630512","32.317244724715","31.245836265540703","33.03481308411217","31.5350407450524","33.50920169112162","32.877709707822795","32.32707229954427","32.60775391336001","31.070104423325148","36.90693655887434","33.89450222882616","31.194005934718078","29.217884702678173","34.8266512464662","33.222160698904865","33.36389323073225","32.318721959500444","32.53509844686318","33.9138511326861","30.846064275733596","35.45818134445023","35.24128841455573","33.65102186311789","32.186665893002214","31.538461538461547","33.06612410986773","35.43545578908094","33.56426011264724","31.15307565401841","34.552820512820546","33.17519782393669","33.169590291962024","33.03792169416403","30.758895705521454","35.05689854699758","31.569224981188853","34.114897390423074","33.25778758891345","31.982543182653473","34.95375284306292","33.57855174141821","31.0733644859813","31.797713541049646","35.039970008074754","33.5556358381503","33.48132730732636","33.628881222277","32.592296332759055","30.71304398553262","32.001529051987774","34.489854886349065","33.05243064392974","33.67351710558699","34.38076433121017","32.40881347656251","32.138792380496","32.191503918397814","32.41875389408099","32.34511168070304","33.043779356859","30.907929719107656","33.45606258148633","33.223404255319174","31.963462005341114","33.10995644057252","34.451839896707526","32.68692505826077","32.17528212595562","33.02771141901575","34.10647315694838","35.557421046061684","31.41272189349113","33.38459841129745","32.05501042561022","34.18487297921479","33.93638760711933","31.915492109384424","33.934558190979466","35.149068739112934","31.777240122964812","31.322804133395984","33.094627325773445","31.598754882812507","33.80928764652844","34.23983238846437","34.39835334901574","30.71168753726895","35.02499375156211","34.7817445482866","34.31479630092477","33.21725495019062","31.648678802113935","33.762754460919865","32.827068586770885","32.23938578245446","31.75074913100805","33.01875223240864"
"[max]","69.96543660379295","68.97104590419028","71.50686498855835","71.50987491770897","69.73900378029795","71.58625946173257","70.68532590341097","69.46141274741238","68.32689220891464","69.57466716320643","71.9949614700652","70.95724872626218","70.96378844555277","71.37791342952282","68.2557798762618","70.25808447450915","72.74090027999146","69.89461524243733","71.19576867254662","69.6604724337635","73.00586212287016","71.14560251675555","69.14215710416158","70.68398133748055","69.9863760922393","70.41600892711345","70.61194154488518","68.693083573487","71.84587151047529","68.2665087050582","68.33016414757029","70.56014072454117","69.34576761170567","69.83599865801833","69.25897704543289","71.2801424835423","70.54720279720281","70.75085352885206","69.47502141665541","71.29284226472262","72.90704913322479","70.86754376769055","67.79599958917478","70.08088235294116","69.85275980590374","70.7974231762264","70.51832859463852","70.75845980311732","68.3891944189836","70.81155894234303","68.81957178712291","69.64615084017198","69.32772260200356","69.60968389362769","69.5429683498924","70.70828944596589","68.32830379178823","68.80450184501849","71.58435196836237","71.59716682008793","68.13510075310398","69.2973218096458","71.29336039878724","71.61554977963608","70.81698598000332","69.8726787729558","71.56173466508662","70.4818324480927","69.48049847793","69.98375319459659","70.16435273841442","71.65129913735215","67.99798420500362","71.04606116774792","70.87031294626466","69.98006036769415","69.61464808502107","70.03360987024034","70.2783090853597","68.43906593406597","68.42905192856799","68.26236018803698","70.44986997178111","69.23074734446132","71.90374230222645","67.69342596917328","73.33176519320672","72.92275769745649","69.78936802973976","69.12704663212435","70.23990487736643","71.74257574242579","69.67280972597453","72.12636401307614","71.42857483886365","73.67823879761761","68.5410597370959","70.61233601037563","71.24768584017141","71.74350067234425"
"[mean]","64.39986326073186","63.0352467113889","63.36858465619756","62.99809042148271","62.823058077246216","63.65862269321283","64.19132517350064","62.058721416521806","62.900056550273995","61.93044736788419","64.16719126843456","63.761201954360224","62.93303704419379","63.40131746973455","62.796655958186804","63.56048942172471","63.743352709707054","63.05201412974911","63.06768111597875","62.89443765537628","63.887290724197214","62.547113214677516","62.69648774398309","63.10022171017003","62.82814873153519","62.84494019904978","63.61861631976955","63.01075112449704","63.52820041391005","63.01246022462057","62.41614742043015","63.30414257029423","62.886611587542035","63.161214097763214","62.447912612199886","64.04248974661589","63.646375897479324","62.217619159369725","63.55401732651696","63.602388850660866","63.57691349069696","63.03394508224865","62.64363183765527","63.444265702191586","63.144540229744294","62.38351504933569","62.86538383328512","62.712103002691364","62.46867352443051","62.88481874564128","62.95981281309683","62.52509038440495","63.45146090032332","63.07650637006858","62.47966493423436","63.157086323856966","62.43852406974255","62.49043256540391","62.67459700019468","63.685357932161075","62.678690117127154","63.083284012294314","62.85681662974903","64.57836023541235","63.07420907919623","63.18675690585985","63.13209696433675","63.11292199361916","62.89183929211345","63.0961028788197","62.98592289836406","63.18554644349235","62.04731925072557","63.52948804746775","63.30643268035578","63.165004784400246","63.587757223452094","62.63832090118253","62.93559266630421","61.83907385815705","62.960507219597524","62.0755837952366","63.5849083023532","62.99881337373306","63.70233733031273","61.538619387316565","63.75469120339113","62.48649219569019","63.30124144643268","63.38055699974262","63.30466313288727","63.16698782928137","63.07558514317573","63.34178359194354","62.707011867418665","64.41700578694964","62.04167386855253","63.36632645952174","63.728960803823654","62.272956946043934"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"35.12663975782042","33.73409422049541","34.664024546151886","32.317244724715","31.488916696460507","35.76690435210231","32.811060732609484","33.50920169112162","33.306829150579176","32.32707229954427","33.91231929604024","31.070104423325148","37.54773269689737","33.89450222882616","31.194005934718078","29.255426090929877","35.59602265413825","33.222160698904865","33.36389323073225","33.252849805837435","32.53509844686318","33.9138511326861","30.846064275733596","35.45818134445023","36.668448844884466","35.47018492892186","32.186665893002214","31.538461538461547","33.65474378488076","36.02490856350108","33.56426011264724","31.387679845242417","34.552820512820546","33.17519782393669","33.21683291770574","34.061858855518494","31.035049356491335","35.05689854699758","31.972020075282316","34.114897390423074","35.2055696202532","31.982543182653473","34.95375284306292","35.34716102228378","32.98686577905721","31.797713541049646","35.525430067314865","34.72280874048613","35.046126803248875","34.895696571845384","33.18679706601468","30.75873725220582","32.92250149611013","34.55096593797665","33.05243064392974","33.67351710558699","34.55220165922144","32.40881347656251","33.940648379052384","33.31407359586832","35.2034809316611","32.34511168070304","33.043779356859","30.907929719107656","34.15029494742242","33.223404255319174","31.963462005341114","33.807482317905446","34.451839896707526","34.643537074148306","33.27751928492714","33.180414857694174","34.10647315694838","36.57790386331769","32.0960207612457","34.624416992310636","32.43603330809996","35.8826714801444","33.93638760711933","32.23173327027668","33.961470883534155","35.149068739112934","32.92439659252246","32.30741176470589","33.59475855374911","31.598754882812507","33.80928764652844","34.33058507389763","34.89832763207906","30.71168753726895","35.02499375156211","34.7817445482866","34.31479630092477","34.507796780684096","32.105178762323334","34.116888193901495","32.827068586770885","33.88896621536124","33.32542885973762","33.17556693489393"
,"35.298965821667295","34.15473657865102","33.43585933630512","33.87883712531596","31.245836265540703","33.75362760638948","31.5350407450524","35.02214212152422","32.877709707822795","33.09485177503966","32.60775391336001","31.321931935372973","36.90693655887434","34.189096573208715","31.923375363724546","29.217884702678173","34.8266512464662","36.3488856233162","33.74825337680483","32.318721959500444","33.27543729982755","34.40387444825894","32.329149797570864","35.77985509121492","35.24128841455573","33.85153711572107","32.65351186281418","33.67530333670373","33.06612410986773","35.43545578908094","34.09090909090907","31.15307565401841","34.8849497081833","34.33784800601952","33.169590291962024","33.03792169416403","30.758895705521454","35.64113373978466","31.569224981188853","34.76870377106825","33.25778758891345","32.584479371316306","34.979413993432686","33.57855174141821","31.0733644859813","32.25275251316419","35.88677581863981","33.5556358381503","33.48132730732636","33.628881222277","32.592296332759055","30.71304398553262","32.001529051987774","34.489854886349065","34.75093679740198","34.31094773260843","34.38076433121017","34.15257808626671","32.138792380496","32.191503918397814","32.41875389408099","32.564429201371894","33.46345474479231","31.81747305663839","33.45606258148633","34.30320080020007","33.32431102362203","33.10995644057252","34.84528914879792","32.68692505826077","32.17528212595562","33.02771141901575","35.10419616424251","35.557421046061684","31.41272189349113","33.59921181033402","32.05501042561022","35.10525346753407","35.12289077828645","31.915492109384424","33.934558190979466","35.527109230362335","31.777240122964812","31.322804133395984","33.40432534085567","33.01313355530892","34.398203592814376","34.23983238846437","34.39835334901574","32.450929013816115","35.04965902045876","35.014243973703444","35.00637987604818","33.21725495019062","31.648678802113935","33.762754460919865","33.74593796159528","32.23938578245446","31.75074913100805","33.01875223240864"
,"36.25517075517074","36.16079241614001","35.304821241411446","35.583905504480406","33.66326980279831","33.03481308411217","34.547656602073","35.74691662555505","34.31132075471697","34.74478265882626","35.911150625215114","32.7618970540628","37.44292604501608","36.97836509648807","34.05264086578049","31.66091458153582","37.96732989437486","37.63279908414425","36.95150945482694","34.47505221629151","35.92840485074628","34.29212325051536","34.841408511094436","36.80087298659782","36.104711078395304","33.65102186311789","35.46325429823578","35.253463587921836","34.43437945791725","36.75999300780797","36.095638776961344","32.92330287206263","36.20539371870731","36.451962935869304","34.39916909948348","34.57404803749269","32.885067404078804","36.67482687401287","33.88734512209796","37.99379792512404","33.62407149489324","35.271239513175","36.65737148399613","34.8335308759038","32.19526162137886","33.15097015772157","35.039970008074754","35.16643518518519","34.30345060893103","33.637409200968534","35.2317755871973","34.08556056924679","32.86389169756206","35.67047970479705","38.125642251165054","35.30637681159424","35.775251904644875","33.72717303474546","32.27755862371248","34.678680084249955","32.72346501665873","33.840687712709766","36.13582124473564","33.85931724287888","35.23820665233342","36.54755043227663","37.99647716229348","34.912563466761135","36.543878451645426","33.10357101178669","33.60252293577983","35.261209011822466","37.92313527180786","35.71965584940527","34.14873229377454","33.87741935483869","34.239779513091385","34.18487297921479","37.311797752809","34.82702766611496","35.72248409144473","36.1578307392996","33.76370090969602","32.07968127490042","33.094627325773445","36.62255859375001","36.790166028097055","37.05615486036197","34.46546992911047","33.67719358142712","35.84673900224083","36.21662125340598","37.40629818526865","34.65910668826663","34.32352260899734","34.942500886420035","37.88450467738069","33.01776300710518","33.281145902731524","35.09848141432456"
,"40.106095858538836","38.033094605521526","37.506884299355974","36.63582417582416","36.17422299723047","34.51654898499558","34.54672799498223","38.05728155339808","35.495741660752344","37.46838892522347","37.299978721140675","34.34516646610513","38.11292022341655","39.26545577617326","37.58303044070877","35.07732168258485","39.28823529411768","37.614093959731534","39.03049410791814","36.60079948141747","36.07301215092731","34.765344201119525","37.94592516658126","37.18718535469112","36.9445716903344","35.66190900981267","38.40607150412525","37.788728484175444","36.66519972918074","36.753445305770896","35.74464597902099","35.073434991974295","37.81851227478664","38.671618676150054","36.355736663844226","37.69528692995854","34.92554570996324","39.518620302860356","36.83765347885402","37.937031787811286","34.41638078902229","38.01232571109876","38.33491097588466","37.16197654941375","34.301429190125624","34.51448031749439","36.2080291970803","37.573103448275866","35.81901775273731","34.42482577402034","37.25427859004874","37.500448028673816","34.6569243662267","37.26438604440419","39.81667413715823","36.90797211936398","37.48651405258386","34.358548455353365","34.114743985194316","38.026895943562636","34.530603060306056","35.64066180594506","39.59321277070774","37.65153772480577","37.52688936271031","38.970936184734384","37.07828143910219","35.27411250682687","37.03041958041959","34.978327328310975","35.48778510431303","37.55968699406368","35.731942678839715","36.62013910844136","36.92767717415605","33.38459841129745","36.302176489602395","35.417377049180374","39.399697814969805","36.88907103825136","37.17928354173709","37.4644332262506","37.52657880285561","33.149768637532105","33.13383319638455","38.056999544003645","37.65428295276066","40.28578868186551","36.783734422002574","37.122325480873144","35.360590390002194","36.707750156674344","39.562258100188","36.52592883600853","36.50436347769172","36.81347962382447","39.7788939051919","34.79957987719489","36.30666049953747","37.5215696743193"
,"40.50838962736983","38.23336266637339","38.41965847135069","39.21278959060618","38.031170855250316","36.98154863481231","36.78284725654969","39.19257800021295","37.045103714423554","38.75147775588508","41.44205722489999","37.37213146635557","38.74388560157792","39.675970228601855","41.281505376344086","38.243257820927724","40.616399872787056","39.81545869234667","38.678242103198","38.54974823766368","38.62435818443215","35.55878570772481","40.16978622795785","39.76055873295204","36.99503258198908","37.926155821917845","38.340618495391006","39.777391935316665","38.429524424359805","39.0902884714095","38.21638091303449","38.43673177703667","38.65303377503241","41.115128660159726","37.16013332006766","39.2801988151421","39.09668680975203","41.27411814704631","39.20009768804952","40.13768529076397","35.95797280593327","38.813761667028466","38.843340785691474","38.927454295677926","36.62605842506352","36.2633658286301","38.00295551177018","41.07478481012661","37.0505081300813","36.13319960967149","39.09342938223093","40.17125664100617","36.22008355714713","40.10914199265182","41.943158900329024","39.433283756506974","39.50117722602744","37.846873114820035","35.70603015075376","40.70114273621838","38.23799359658487","38.82094408293815","42.2533262935586","40.75570870191319","40.933169423334824","39.68342814210586","38.532403523489954","38.16129725085911","38.77539629381561","37.40526424656115","39.4741423714845","38.81792452830188","37.983903086624686","40.34581320450884","39.304042087717434","35.64857623200591","39.172389127324735","37.10675211003434","41.00481415136585","40.40958236167059","38.298198002605304","39.48745460548034","39.850956485179765","35.188271604938315","36.875720206206424","37.69690621978731","39.30447571807588","40.60732612730646","37.976422269546696","40.04705392463047","36.823805676194304","37.09844534094263","41.94971517348524","39.09917891097669","39.110828224046536","37.530042918454946","40.46238844028901","37.79961851737296","41.11353991907631","40.1534938767109"
,"44.45154792196778","39.71525241675616","42.024540800963564","40.381307746979395","39.53072677092916","40.205925384052684","39.805821107430184","41.157831325301196","40.229502059153866","40.69364190742775","44.18560264502554","38.70438777423586","39.07437578328352","41.80788002033553","41.926074439646314","40.37816921469948","42.33981576253835","43.030327056491565","40.85116256817531","40.60412272291467","41.39613598181639","39.56519396551726","43.071164869328705","41.7620156680076","37.18511722731907","40.833649089569526","40.771349995175136","43.25078385759079","38.313272077590604","40.62042246569938","41.23496748374188","37.77345132743365","38.55982905982906","42.41437049597286","40.538126894124545","39.19421797394808","41.280865463494685","43.792178889359896","41.821375973069635","40.23084904809171","38.28358133414313","40.21474963335428","40.27190411389091","41.84425717852685","39.665592058131196","37.80847016419706","42.407212233932604","42.485704560925775","38.99132429198246","40.847123258534516","41.037321278385214","42.8811749707851","38.13203836930455","40.77578546493177","42.70691073632255","43.06287862962188","42.02197235403344","40.05558772437755","37.34965099191772","40.493836219548","38.28808012693376","38.152516549332766","41.11633297169347","40.99425856266086","42.246417112299454","42.760577131698845","40.10261384521139","41.64534082476414","38.583691211899044","39.03510594100537","41.025532334384884","42.13015676567656","40.44959069366651","42.79618992915951","40.5777120315582","38.09542619542619","38.85891561664758","39.166908112582774","41.89414783273283","39.602509613438585","39.103999999999985","39.79573647451269","41.65813298460916","36.4772959895785","39.35914923714254","39.28695468022027","40.92938496583143","43.947209000432686","40.995988907596335","42.50751201923081","38.87578003120128","37.349872292119976","42.4521183981428","42.57110969387757","40.585782366957915","37.92775090689236","41.20496541756994","40.87521427851162","43.132582806103436","43.378595516762545"
,"43.70066218521118","40.696911991765354","42.613209383821676","41.31238104778129","40.94861467646278","43.01254737273382","42.952389843166536","42.31763664962642","43.452042304886945","41.30063412759418","42.82265917602998","41.541754805481496","39.687871471025296","44.60181745155133","43.167488190593566","41.69996286669142","43.908177477119004","45.171541386370315","44.27774631936582","40.92680839564002","41.29128701594532","42.62029942756494","44.409185409185426","44.50978593272171","37.93147058823524","42.81858223650119","43.554043839758116","43.21458006279436","40.657700369298354","41.95183464033304","40.559633472316506","38.725567152592085","40.859902246451696","41.70807638750748","42.04377662091814","40.18937305469096","43.51574403250378","44.14699205448354","47.191324675324665","42.28024455814765","42.84770173646581","41.93114986818096","42.33091887417216","42.65825214053735","43.713784564589325","41.03325308456217","43.86653019447287","44.7963839454752","40.261144956967414","42.86051192073485","43.01344141186128","43.79304856761473","42.03370250143216","43.870082925792026","42.0218960304301","45.635412474849105","44.870754525116915","42.598584905660395","39.5762311871048","41.55929487179488","39.81156875771096","40.90497623141496","44.25043834015197","41.61768661735038","45.009494006576865","42.10814038002283","43.30773491791723","43.10990239934934","38.46085807238715","42.65229319805363","43.718337292161536","41.13243453713619","41.70821454967795","44.38670498794735","42.5485632183908","39.73352869846407","41.689984321682196","41.455917190235894","43.001684233402145","39.42607156901299","42.45032734074614","41.58591983556013","44.56146689102245","37.18112428160917","42.232345335190026","39.582947918761306","42.26381078398943","43.60810245687404","41.44443916801219","42.88803289535872","39.11943738827736","38.897339449541306","43.15093549287906","42.455207280080906","41.789590148162404","39.1950642325896","40.26276658188221","40.61494252873559","44.57598371777479","44.00834642576595"
,"43.80678724231816","42.62546384515096","44.712089874964725","44.09017346642117","43.50298324120383","42.26543209876544","43.99014712438702","45.44846363282768","45.15283418682677","44.60057498350456","44.575480632635646","45.50064923019847","41.70529327610872","44.6043038457868","44.1869898711771","44.93582007679649","45.27421890351737","46.492558402411454","44.84975233902038","43.04914739755381","45.53329234843468","42.12065199126198","46.096164433841096","45.98063256931236","39.53562583349208","43.530399049410846","46.03067568803148","46.238486344855374","44.346244131455386","40.80747896829066","43.08618085708893","40.35391275111374","43.099577826725394","43.01409747117523","44.31255728689278","41.07841764396991","45.01419589350627","45.93275154004106","47.36835593388105","43.59077918803062","43.403583448822026","43.9955501222494","44.86024022801304","43.11231545505514","45.73759636291757","42.00618835815124","48.13250104909775","43.5522501565715","41.83611163139166","43.03049561533157","42.7411817907748","45.7692070665571","42.92542764678689","45.01333264696792","44.38656600851726","48.10314417177914","43.73767639667507","46.26611158152228","41.56733562186425","45.244109287613455","43.34047707789788","43.971986417657064","44.74360171866241","42.896297340475556","46.286182190378746","44.103929153094484","43.29553398058252","43.77783203125001","41.29194430631527","46.04328745262322","43.299144537515566","43.43465909090913","44.72460554810769","45.496377771887985","44.433458646616536","41.437722772277226","44.4150303139987","42.61020448289418","46.37926367081756","40.80925873061188","44.3321965897693","42.834701231108","46.61432970840151","41.53531329228543","42.93200077436841","42.94698627411976","45.013035082072754","46.79838876265236","45.042380818582","44.846650891882064","42.01459956811567","40.76350126857559","42.54764918625684","42.799642218246824","46.005933014354056","41.72650014085831","42.750934893086594","42.9926457399103","45.91599509460409","45.52711671565376"
