"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-9"
"05/25/2021 16:41:16:693 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","32.62349360168963","35.19907828118916","33.40626541687225","31.47956112852664","34.19122763419484","30.828809523809525","31.68634556932429","32.57878787878787","32.4739119834207","34.36171121689245","33.540306378704166","31.256123662306784","34.98545972033164","34.421907060953565","31.960011813349112","33.340310442144876","33.63450069788097","32.76596633639727","32.47759433962265","33.16327264015333","30.90503784295175","33.06387984075284","33.221168753726936","30.710260530242177","33.534975746744976","34.0234183423247","33.592650103519645","31.367670364500775","33.88274449564772","32.22778850796717","32.44304542245233","32.40130940834142","32.423378474697046","34.387681617182565","34.76806849660035","31.931774580335684","33.636929460580994","35.2516164450409","32.085448803595305","31.730816152250853","33.581784386617116","31.173046827976414","32.85695238095241","33.89752561859536","31.639759921607066","31.554318896685245","33.389231865131194","34.6603516592373","35.116604357354646","31.51837746342646","33.69012221242284","32.49987905176587","36.10431832202347","32.4839058371367","33.89892419314483","34.48890179377986","34.91518432585719","31.523783783783813","35.31893729539163","31.527222156468227","34.62940162521547","32.46686449060335","30.208578284343133","31.706485053037625","36.225648715608294","33.04036970781156","30.771283582089577","33.10196078431374","30.105342572929484","31.12212677037381","34.81680123029604","32.05558321922069","33.187689141750404","31.62700081785256","28.945191431175928","34.2865320694325","31.83745138412266","32.654400977995124","32.99123667116068","34.38358437579778","32.08027797747422","29.4664351851852","33.22865029954192","30.195464910058266","33.301931776500815","31.63905980802363","32.19156710358429","31.920601391650123","31.78934798184858","32.11551010164389","33.310909090909114","30.671918054390805","33.819037145650064","31.20639462552876","33.02896288588278","31.223510524438097","33.5532896334062","31.44624553039334","32.813043478260866","34.23370530053261"
"[max]","68.97948906902481","68.17733702785473","67.61342129814733","67.61437827062049","67.96977950713358","69.51478373143964","67.9570391952064","66.70033793711427","68.82667946257199","68.43015321630169","66.70593505841876","68.28726626283907","68.53017295795988","69.07391628832642","67.79177718832892","66.85669691703676","66.78119702218622","71.18984121145238","67.57851637764934","67.83143775497592","69.9596614127262","68.19698508410025","69.57292005464127","69.15506708193578","70.34600827083482","68.16232169208067","66.8144053831365","68.29434993924671","70.25591820937885","68.4887351536672","68.75462539972592","68.09123818873482","68.15204170286707","67.94127829560584","67.5875691674173","66.39690651864889","67.61789677967131","67.07877393683162","66.13100634632826","68.71249672174145","66.90307495195391","69.23615266972541","67.95234676974047","70.25312480946288","70.11698589640947","68.2004660536592","69.29008392226154","67.76865233227586","68.36142877311875","70.10745669093649","69.16176267440257","70.61829127705909","69.92007504690432","67.54405418364901","68.94321482916038","67.0803583641089","66.92014221249828","68.629226892985","67.9167296548249","67.28375533956535","67.24508673851649","69.13248679269309","69.2165805022157","67.31163287086444","69.12508969926286","68.1101856908793","70.64705482247312","67.98816776758801","67.92517746736885","69.90496951419392","67.8796284829721","69.86998910015748","68.2991593921759","69.57409769162098","71.50392436674994","70.34854326155192","68.16028994171275","68.20398414832636","70.54124214507958","66.70235781024641","67.64575239575242","69.75438896099458","68.3670103092783","70.69457998153763","67.0366902404526","67.82217732713272","71.27621785173982","68.24608683816525","67.33163686382392","67.88609675904178","69.1738338410082","69.15348458260215","67.3720534395273","67.02949516119092","68.64575239575238","68.06773047395474","67.23715921971008","68.75998016364991","67.40598695909898","67.89078674948237"
"[mean]","61.60192140995171","60.73288713799486","60.827049165771214","61.955838831884805","60.01009744117398","61.353026578191724","61.211386354841736","60.83954282470042","61.22430363340652","62.078145907290725","59.422396484511026","61.798464290749045","61.89305577583814","60.86647560682171","61.69036776970452","60.69066282068295","60.47035417933248","61.75832732225961","61.2318141291998","61.528605667443415","61.94911590731591","61.24781410994764","61.639137130622764","61.655538807598525","61.001223840402616","61.067416197896584","60.5149799072411","60.7289929840277","61.315920600984654","61.95495702498725","62.222128129092745","61.09074634448448","61.43596267212476","59.492546029211276","61.10361996625066","61.08204490547286","60.31570461055975","60.393137518816864","60.28064918661642","61.36360011730849","61.1456512476211","63.19986056822678","61.87792522005307","62.08097249086406","61.317075238060525","60.98055313057211","62.23331577838105","60.48808918499764","60.72384009498175","61.30231597183803","61.523113680926514","60.70752646246082","61.73500669377881","60.58321449472742","61.155521024286315","61.6207391348801","61.0908837852776","61.93307859462367","60.53698649758199","60.960550854650116","61.13104757878952","62.40570305640373","62.46851006992742","61.07236559682293","61.59330451553812","60.894417898791176","61.39953274283221","60.964368372145174","61.0762454721494","62.39835526331203","61.39943534041117","61.51878128175182","61.88066654910993","61.984505161998975","62.68856277671794","63.23625138842895","61.043270185902465","61.74592805865141","61.97068703418247","60.754063610306034","61.918970385056454","61.46044021632729","61.285077811368055","60.77563240240277","60.55841822665456","60.48578617731347","61.86705076223238","61.44240699569428","60.515753588055595","61.59091689102108","61.60096091240979","61.68404012968149","61.46720221420872","61.384616704554105","62.0353750212759","61.97909423456216","60.8391174572423","61.44047843467987","60.83859883082739","60.88468291889815"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"32.62349360168963","35.5110574478902","34.60538787727614","31.47956112852664","34.19122763419484","30.828809523809525","33.86797212878428","32.57878787878787","33.0414364640884","34.613839825792404","33.540306378704166","32.59953175651337","35.75262106839744","35.29571232705968","31.99231319270647","33.340310442144876","33.93634799705088","33.83221072889108","32.47759433962265","36.32102935757278","32.731864654332995","33.06387984075284","35.02193852255825","30.986838985060494","33.534975746744976","34.6246609124538","33.96254154947586","31.930623686054695","33.88274449564772","32.22778850796717","32.628970163618874","32.40130940834142","33.8208629504926","34.60921285750444","36.04055434921447","33.45373622381011","33.636929460580994","35.2516164450409","32.085448803595305","31.730816152250853","33.581784386617116","32.130533771818875","32.85695238095241","33.89752561859536","31.639759921607066","31.554318896685245","33.480241887199135","35.40640695822612","35.47067562330445","31.51837746342646","33.69012221242284","32.49987905176587","36.322390356501714","32.4839058371367","33.89892419314483","34.48890179377986","34.91518432585719","31.523783783783813","36.514912057099174","32.867737948084056","34.62940162521547","32.46686449060335","30.208578284343133","31.706485053037625","36.74285144301102","33.04036970781156","30.771283582089577","33.10196078431374","32.418988227066095","31.619010819165396","36.09981503501125","32.05558321922069","33.187689141750404","32.84283339270871","30.8133237479032","34.7740846533368","33.42514036182158","33.16048144433303","32.99123667116068","35.91730246993408","32.08027797747422","29.4664351851852","34.24628668035262","30.195464910058266","33.416807534411994","31.63905980802363","32.19156710358429","31.920601391650123","32.24742990654207","32.11551010164389","33.44612122723871","31.679003869679214","33.858431075797704","31.20639462552876","33.02896288588278","32.9737942913386","33.5532896334062","31.44624553039334","33.96455559553795","34.64997477295663"
,"32.627921279212806","35.19907828118916","33.40626541687225","32.06804374240583","34.58967254408059","31.586442110346503","31.68634556932429","32.67969040247681","32.4739119834207","34.36171121689245","35.54073161240108","31.256123662306784","34.98545972033164","34.421907060953565","31.960011813349112","33.58026394721058","33.63450069788097","32.76596633639727","33.878721859114016","33.16327264015333","30.90503784295175","33.26578093062403","33.221168753726936","30.710260530242177","34.05150351887394","34.0234183423247","33.592650103519645","31.367670364500775","35.80517782426777","32.29039867893372","32.44304542245233","33.15982044029024","32.423378474697046","34.387681617182565","34.76806849660035","31.931774580335684","34.69680211589325","35.3273230769231","32.628103767757864","32.83639772589816","34.67933016745813","31.173046827976414","33.75182570593964","34.27252419955325","33.41675050301813","32.74544247253411","33.389231865131194","34.6603516592373","35.116604357354646","31.761603873863223","34.32467211086364","33.41208397948226","36.10431832202347","32.663714696026794","34.51665183678659","35.99407369234735","35.38802941922394","32.08127842949489","35.31893729539163","31.527222156468227","35.639753149909986","33.06321022727275","31.287044726539328","33.53547725352961","36.225648715608294","33.12846423817017","31.760646365651667","34.25593178447852","30.105342572929484","31.12212677037381","34.81680123029604","33.37542168674699","34.391293833131805","31.62700081785256","28.945191431175928","34.2865320694325","32.634753529848886","32.654400977995124","33.20275449101799","34.38358437579778","33.79252030549159","29.94443174022412","33.22865029954192","32.26333841463414","33.301931776500815","33.669038485335996","34.347168905950106","32.573663938372675","31.78934798184858","33.45065130260521","33.310909090909114","30.671918054390805","33.819037145650064","33.94307504575963","33.56556988992784","31.223510524438097","33.62141119221412","33.45475224394444","32.813043478260866","34.23370530053261"
,"33.7997804229747","36.50379794910748","35.74384441536816","34.39438332368267","35.29255255255257","34.36197418738052","33.04706211527701","35.03038674033152","34.92710423798842","35.40131197027748","38.35600299214565","32.395141242937875","36.646616993149834","36.36464949763253","35.448147323912316","35.30587753190495","37.1468434343434","33.355721393034806","34.591642314436015","33.90173247834401","33.13667079626086","34.2274690305717","33.79630883846935","32.03242358078602","36.03574902723735","34.82961343764383","35.555025405874375","34.13114134542707","39.62098733853431","33.20881057268721","33.07398320793805","34.10443490701002","33.878242397137775","35.47432850011886","36.69034191046883","33.36246581586144","38.07367064886394","36.001950124098805","33.8913455838768","34.082225252869655","35.57668103950589","34.60070651564427","36.550051540487914","35.11774624956392","34.55163469658582","34.85926222935045","35.86807297605475","35.96635868277661","38.277791991812734","34.002458747677835","35.546440717720195","36.41075697211158","38.04243498817968","34.812638580931264","35.16536059752665","38.87483151574562","38.79435823409117","34.47189587652613","36.40152431647715","33.7377076975246","37.85227998467238","34.878563535911596","34.11318212441052","35.45078115822859","36.31168594035304","34.39902506963791","33.73175402122772","36.63665480427049","32.016986866384464","33.13284864507601","37.5212214682295","36.280336381081405","36.775577184246266","34.669205113952295","31.3914379802415","35.902423830558405","31.83745138412266","33.52941509220499","34.73425863236291","35.52617994100297","38.89929328621907","33.103400684553385","34.9003792949576","35.99607361963191","35.023636789141136","34.98530457454372","36.18594847775174","35.07422402159245","34.664841704356114","37.41483778625952","36.45075144508673","34.041414859580556","35.887722501141056","36.394893179481365","34.326992753623195","32.31202756780791","35.492409652203584","35.02312636290601","34.81169732731691","37.77557614925006"
,"35.804705246079","39.108658115441564","38.3738173942779","36.76514161220043","37.94567219152856","38.501407789770084","35.498196477827314","37.6909524363298","37.48560665692115","36.36344404484873","40.35724508050089","33.542904290429036","37.992979171542245","38.764161462979494","37.93755127153405","37.58206382742133","35.995654216584484","37.26906712051909","37.546325167037885","36.07609273636075","33.35026793075023","36.6526628474432","34.521829091661445","35.40496512959301","37.087030716723554","36.394639756944436","37.46900222248211","36.205143906919744","41.67363966142685","35.40903497077224","35.165334153341576","35.593492208982596","33.67366548042705","36.43595455558031","38.73485504110775","34.20836556525583","40.489325409926266","38.20080953451765","37.324500635030596","36.20500647388864","39.04991744634013","38.34227229450967","37.32027027027029","35.0482923645856","37.348806668950544","38.98447757872485","35.762484394506885","35.83643948423449","40.263261296660126","36.52261645398899","39.12590893836002","38.06222271517304","38.97592224431195","36.78258749593672","34.21885207652823","39.590438384535744","38.80840703011308","36.2449001974117","37.53047960555802","37.50289017341039","38.771324321091036","36.34385279605265","36.453253316487675","37.93587151841873","37.625057471264384","36.979902287364","36.58372234625533","39.77159926470588","35.17403836075887","34.45521927115502","37.785421412300686","37.56082345601996","38.73405647007521","36.200248498654005","36.604826862539376","38.49176997603916","34.049683781755796","37.2621197463184","38.130959949141754","36.83041401273885","41.100226757369626","36.40624334114639","36.35241835469202","38.78249940148435","39.511175732694724","38.87015880269624","38.122559154606016","36.47737218486498","37.941549377689924","39.731165559880914","39.55490196078435","35.853931314957045","38.38785247131982","39.01153846153849","35.798788982960026","32.958823529411774","39.62075067024129","36.48760504201684","39.87280054489726","39.96254808780266"
,"37.5058641975309","43.48237621388326","41.3899458024555","39.47500520724852","41.28615656789031","39.78738163400129","38.969952805453595","40.541520533997044","39.65011202389842","37.341963214714106","41.938907849829356","37.15236273394687","40.39579360628153","38.45783829250342","42.087416141492206","41.204817329453604","37.085644185781156","40.022656734947205","41.465924128804595","37.82624470872804","33.64929328621912","39.42003639304493","36.49732620320856","37.30377936670075","40.33214362967773","37.707340025094105","40.8944880073801","39.52780556111222","42.5646153846154","37.48623672827372","38.52615851866362","37.38885138935762","36.173531730390245","39.34497816593883","41.52851848038713","39.62278123233465","41.069454545454555","40.60418939559244","40.9882924043404","38.62436310699801","41.19607014578494","41.644933267424626","38.610181311018145","37.42051523719762","40.275150519978126","41.18751309448986","41.2832361068468","39.919526753357495","42.25445498727147","40.773267526188576","42.485030269675256","36.06130705394192","39.974643508094786","39.64427963904161","38.13785020011437","40.51940265969047","41.22829702757809","37.78742324793561","40.15633958103638","38.142366451348316","39.77041637911203","38.77488483877429","38.442559554501415","39.066413357593945","39.22808567012582","37.4476108849368","37.493268583517654","41.33771096456915","38.77745363617421","36.83422565932974","39.482053199444536","39.6453924914676","39.47643869891579","37.7329357522301","39.01458165728079","39.78599354901771","36.790398606414584","38.61319781240327","40.886375037624155","38.93827296819791","41.53227502102607","39.64007129377229","39.58443245403677","39.714343364464426","41.549376017363","40.7356365204269","38.81550447563269","39.57224413535396","40.97412810576704","41.45278595573","40.07949417567429","39.91096961572836","39.601950532877574","43.80656555163102","37.62492153170122","36.236371672723706","40.476500789889435","40.907102418939786","41.6853481465185","39.90519045625788"
,"41.285861288330956","46.68821157495259","42.86294389014053","43.05818459969403","42.73565924657536","42.31969563299514","43.20011656246691","42.669353941954846","38.92566416040103","41.25860017844752","42.45556538078925","40.46153451636065","42.78978648470175","41.05817317627612","46.57830159861526","47.74790564373894","39.469995471014464","42.28228366615466","44.20504697400043","39.44971527844803","35.43857634902409","39.277408312958414","38.01149865848985","39.90771459978014","40.725069181100764","40.058202154101124","41.64127110003412","41.241544226407655","44.89183857513246","39.789325314790446","41.39611732631382","39.44919220055712","38.84136782284931","42.70011185682328","42.863417569193764","41.75804679775894","41.99984626422056","44.09596756026134","42.66861853325753","39.3805419946199","44.20785699438786","44.29251860925279","40.651933431228606","39.42937219730943","43.94185267857143","42.83439752832135","46.418295945667815","41.80426500158746","42.06249999999997","41.28952559424004","45.3006651646819","39.62404209665881","39.91539256198345","42.74192229038854","41.01392150285135","43.17476851851856","43.08010065003146","42.4106463878327","42.12471194996161","41.9642820643843","44.18452935694318","42.02397707851613","43.59874869655893","39.40552548258607","42.542839925495784","41.80531465421394","41.2810997885022","43.786488316965794","41.011926794159976","39.45424454828661","40.663920750782054","42.603775392870816","42.2052697354718","40.65187999605254","43.63357079252003","40.94329703342097","39.48651569737523","42.02812762384553","44.63883379611262","43.4973033707865","44.16929963138495","40.35714285714285","42.77913741223675","42.44568213137344","43.85608915688597","42.003424296702136","38.6838917385136","41.40049903248803","41.42222098586847","41.175236096537226","41.85995914198163","40.970241918218775","38.81844809372902","45.565724877266796","40.0396034464861","38.254396079561815","42.2981363506704","44.536874809004786","43.28112626484825","42.34037751333607"
,"40.73371456986574","45.5821174075331","43.98361335822443","44.01932557680933","43.4257062756092","44.6361991446431","43.36970885814581","44.17871707263309","42.02004847995154","42.63030831879","43.525425578350045","44.29013377926422","42.635755466115526","43.50333924658252","47.215049964671415","48.05920770877947","43.532321141016794","40.46589238459276","44.32519718610107","41.55419303797471","41.38701781868025","42.76993925142074","41.874592189817136","42.33928753180663","42.70132610006025","44.18552924938951","45.19363166953531","43.88949650211844","44.97720498951318","41.52671967455622","42.57402168788309","41.83618458075406","41.2102894201917","44.730639919309674","46.848383786557235","45.67508710801397","43.40396511509987","44.266493447808415","42.99602240896362","41.906350443167426","44.12264341163424","46.17339449541281","44.399576229427424","41.49959295817648","45.43468568880963","43.81574212893556","48.51727236421728","40.76762320648787","43.40913019989193","42.267598091714525","44.345725847243315","41.62139939247935","42.89504982320796","45.63702918307588","42.32349095663543","46.62936692780013","45.376001248309585","44.25100232116479","42.97177722825504","43.20436569080632","42.61371086243922","44.413039107268524","46.34071353620148","41.86489273927393","44.22856221792394","44.78481792717088","43.7281747971454","45.46524486571882","44.167733278282405","42.01983114078147","44.1216673719848","43.70789229340764","42.29286221230866","41.77182385035073","45.479413227250134","45.62612182547258","41.83877551020411","43.620865404618286","48.37358168490815","46.03171223666519","46.63674310472368","43.36777114632643","44.182936429836644","45.13986695721986","46.808889843246746","42.68402088772845","39.6715013286094","40.54248725382387","43.70926030491249","43.718736524363976","41.88377083541273","41.96474325591088","39.65291634689177","46.64639216074432","43.58938899989483","38.99798193349991","44.018114929682405","45.83451560599919","44.49892031958538","43.87921810699589"
,"44.87095622002246","48.00179252920086","45.561342712320304","44.41829554339326","47.118228241563024","43.50137507933148","45.89349422875131","44.06541748849445","44.698230634708366","44.304349918198476","45.26812390158174","47.699307304785904","44.17598790757933","46.09966054948552","47.62216738845805","49.3833385367884","46.91555866573361","44.0009964129135","44.67188661216691","44.37491201608864","41.0567737629898","46.949036085022264","44.22096486003572","43.17760226812479","46.67853857945839","44.87075191163976","41.33983013937283","45.59539343614076","47.550136239782034","43.86317367990551","44.729953168307375","44.347325660121896","42.67043241137516","44.65049833887041","48.85575932412944","49.26818379790944","43.72916877083125","46.504747568318685","45.67552334943639","43.43567703303072","46.99140823589222","47.614567593991616","45.94802270947537","44.1214620240277","43.99840221559437","44.716623168038545","48.3754238109077","42.173579427623366","43.52767762460237","45.08142506142506","46.73441191576786","43.41750589243626","44.46358695652176","47.306461262339226","43.22401394639355","47.37485380116958","45.2459306440198","44.88147728443394","44.88149056402602","45.32900879383349","46.2677224736048","45.33361562219788","45.70314750051427","43.5754081632653","48.70460469157256","43.60991987360344","44.581233583033374","48.15346877525106","47.041559112028935","43.22443265546715","44.32683937823837","44.40557939914163","43.51972467639205","45.21094212917244","46.269978401727855","46.81085372688209","43.96374226046807","46.651885175664056","47.64524072771132","45.87058375910424","47.36650687786578","45.853708574434535","46.36812749003983","45.2933856502242","48.97621070518266","46.25314297890472","40.904194575601174","43.31739130434781","47.457055214723944","43.0914821485327","42.48875517853619","43.426236467841285","42.59652131308181","48.03501072752095","47.70679948029451","42.54163431677019","44.87881340071122","47.52123786407764","45.53397277890898","44.04786420634114"
