"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-12"
"05/25/2021 16:42:47:687 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","32.3829998829999","29.75685325961762","32.56855736552205","32.16302102321059","35.06023567757302","32.87161997563947","34.69844054580897","32.49468892261004","32.082742458839064","34.401917941247895","32.50609013398297","33.05947029522537","32.19006466784244","33.65228302117765","31.399336807200378","32.77783902976846","31.861013880506952","34.91601905239407","31.72236701812583","34.37322216772924","32.95053128689494","33.93499891845125","31.952329749103953","33.15591783112386","31.1337890625","30.871627502175816","32.98986948415161","31.561362575828312","31.946036514906403","34.01121348042188","33.64478239366964","31.88887524557957","31.273367152821855","31.601731088451515","34.766481434705746","32.95377541142306","35.04817803864026","32.96635387084826","32.02952029520295","32.8833252895753","33.22271782964682","33.773320778405534","33.82368388909247","33.8237660622073","31.911138998446305","34.75296346083344","35.713346322454925","35.63820126881453","30.414955303213333","32.847724763890575","33.172916169094854","30.617140808032516","32.16524598149051","33.67393364928909","32.586120909864974","34.3404433561026","32.28284150404575","33.165357610377264","31.87856546127224","32.33190917968751","34.37735375345217","31.24478792235802","32.87236780533457","29.834903438530407","31.135965949397033","31.066149635036496","32.433404305654136","31.412742219612454","35.88163265306125","34.204191033138365","33.46084708199951","34.06076495990129","32.59297768100164","30.491795593061433","32.9088809946714","32.51491237618375","32.87283093703517","32.661472024033046","32.64508523757709","29.687593681540427","34.20232320653564","35.123030613551954","33.81803442254927","33.473278270375296","33.188847812692536","31.57198824681685","34.11118606647861","32.333741973146516","32.85278546504633","35.24788515765189","32.93483454784373","32.735625299472936","34.283375314861445","32.19497974714619","35.425852694018786","33.71259055708218","32.05231436837031","32.593182095377486","32.464184397163145","34.52389872109548"
"[max]","69.49027702508852","69.5464324064131","67.61160512434064","69.43022354809966","68.0735083352191","75.5068249621971","71.01704269091185","68.75452078032234","70.60150209852","69.27132524110412","71.35287201881088","70.21378842841969","72.2133152173913","72.20613969488488","69.20039721555831","71.07324089625845","69.33321743161798","70.40344589342781","69.45086179209936","70.86300530828912","71.18998699609888","69.42997462848857","71.06442726749445","68.4064835386791","70.93544702638836","69.66173660745878","71.4982463062826","71.28431007521034","70.01695802043584","70.71105695121442","69.01366929512072","74.45786649834307","72.5985342974399","70.56670769230772","70.87394871794875","69.83487666034159","68.13216916480374","75.67618106265384","67.32737361282364","71.71732144906467","70.21215930404249","72.22294905340931","72.06114508060031","70.55494790701127","74.51015398348581","69.7490564719038","68.81341183440716","70.44140640423265","69.24073397178157","69.90128458867017","69.09824345687687","70.32791922739251","68.65722263721408","70.81971276518186","69.86704673697321","69.76245387453876","69.95892615176146","69.57993487362386","73.65604347826084","68.72014663442792","73.02984372057993","69.43216971208166","72.33176073256503","69.46664219884192","70.22689878677082","69.95119172483633","70.30654700784497","71.11764490899787","70.21209617885894","70.853019575177","70.59640608148072","71.51786247883398","68.5712896953986","71.33720566988174","70.06592365967369","71.28489639050674","72.7670413653655","71.77568119891006","73.81861668465922","70.99669297085251","71.34431836471914","69.4105604819891","68.86858256913855","68.84082620022323","71.5855637594217","71.7923363530099","70.81920179831998","71.68800000000003","68.5689961983337","68.62051745832024","68.28225987853335","70.18174485384266","71.86773771716797","68.83426275992437","73.25436195689362","71.1863850461744","68.21846491528912","70.51403495353551","70.36564427992244","67.49039947929373"
"[mean]","62.628732975059215","62.790088726283194","62.92161537641261","63.45983217222914","63.09165871458491","63.93123187027964","64.41827017801823","62.936969494323854","63.606321820495296","63.389978259902975","64.66982562146552","62.529962386730986","63.9766944433771","64.90894927651881","63.448380678008526","63.85587497166862","63.557201129005065","63.39243636457814","64.2453806435269","64.0412931308215","64.79849703543375","63.772727435951765","65.48053565357752","62.62580684051069","63.89601770558513","62.76046496896637","64.79344488732443","64.70408212397277","63.412047950507976","64.57894831327046","63.702485822622066","65.03162778248365","64.28386076014212","63.765683335265365","63.678383773147296","63.17370824119702","62.953483053364685","65.81866051119624","62.060983786811335","62.78759189450133","64.41674590772145","63.84195913231968","65.37852603984999","63.396161387693994","65.43159456679862","63.867056756720274","63.31964189219882","63.150093809614084","62.445557289947324","63.196693733968885","63.195070377207905","63.56248886454309","62.159817085375636","63.911344055738745","63.31677275549549","64.14980178147535","63.347676119190474","62.72421594109591","64.56897648300026","63.18068237338668","64.01999594971069","63.501560327683165","64.66424417581554","64.08937289240386","63.531726424681636","64.06691577247072","63.55853233074996","63.83532313510667","63.995874512125596","62.91502081456711","63.76200669375238","63.403911615110616","62.27609351268128","64.07223048117869","63.6465750760927","63.21727001404248","64.55097802942777","64.66460823293548","65.28524990995967","64.2413376125794","63.06617123421954","63.43100598719513","62.65723261169625","62.432669813940535","63.695609156200405","62.673548179424174","63.57485188966112","63.8982798529332","63.54213613956514","63.6094186475077","63.2997039214821","62.47014199314127","64.89294378221155","63.039705427445966","64.83602694001723","64.38938398073968","62.30796839145393","64.18478966679776","64.17532150857213","62.31014912483708"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"34.74633244036225","30.441771269177142","33.31846485450846","32.16302102321059","35.456712672521974","33.31184753580967","35.142234297990676","32.49468892261004","32.76191628357127","34.401917941247895","33.1369148678147","33.05947029522537","34.36371984816946","33.65228302117765","31.8552054956769","32.77783902976846","31.861013880506952","34.91601905239407","32.27843753638375","35.73265152465806","33.16192001898659","35.84948096885816","31.952329749103953","35.310850261525346","31.1337890625","30.871627502175816","32.98986948415161","32.42536057692309","31.95055205983617","34.01121348042188","33.64478239366964","31.88887524557957","32.74551126957852","32.630230880230876","35.371350941488664","32.95377541142306","35.502191113816195","32.96635387084826","34.104481434058876","34.461271962385545","34.1455790784558","33.773320778405534","33.82368388909247","34.26729254996973","31.911138998446305","35.50275344180229","37.223260437375714","36.493876769996156","31.94031896336908","34.03010173548774","33.89095156134745","30.617140808032516","32.16524598149051","33.67393364928909","32.586120909864974","34.69966092853414","32.28284150404575","33.52831541218637","31.87856546127224","32.33190917968751","34.37735375345217","31.24478792235802","32.93709405821506","29.834903438530407","31.135965949397033","31.949670065986822","34.10016835016837","31.806585829767002","36.14930690503954","34.204191033138365","33.675422974176335","34.33590903379819","33.21940370281323","31.598586487781525","32.94104322272562","34.020991897864","32.87283093703517","32.661472024033046","33.864190618389976","29.687593681540427","34.20232320653564","35.123030613551954","33.81803442254927","33.473278270375296","34.184953362788406","31.57198824681685","34.11118606647861","32.333741973146516","32.85278546504633","35.24788515765189","33.67711636984634","34.27561336456666","34.39258888332497","32.19497974714619","35.425852694018786","34.20529127448485","32.05231436837031","35.282630585273765","32.464184397163145","34.52389872109548"
,"32.52105263157894","29.75685325961762","32.56855736552205","32.32995226730314","35.06023567757302","32.87161997563947","34.69844054580897","33.28802992518705","32.082742458839064","35.42589406415141","32.50609013398297","33.179006332196764","32.19006466784244","33.67166606432959","31.399336807200378","33.43908018300026","33.15479990179229","35.12946593001841","31.72236701812583","34.37322216772924","32.95053128689494","34.48241057726363","32.08909623124771","33.15591783112386","32.132747565898825","32.23163806937417","33.32267115600449","31.561362575828312","31.946036514906403","34.3227959697733","33.97205045758099","33.322933203077305","31.273367152821855","31.601731088451515","34.766481434705746","33.29277339076331","35.04817803864026","34.192825951341256","32.02952029520295","32.8833252895753","33.22271782964682","33.823600678458966","35.21997371879108","33.8237660622073","32.830197666111","34.75296346083344","35.80140369118791","35.63820126881453","30.414955303213333","32.847724763890575","33.172916169094854","31.461639579349935","32.200896015090784","34.3076086956522","34.19903273809524","34.3404433561026","33.21192255851001","33.165357610377264","32.1447643656946","34.720624690133846","34.89580718051721","31.429166666666646","32.87236780533457","31.816342182890892","32.080701145435604","31.0923382724973","32.433404305654136","31.412742219612454","35.88163265306125","34.90507726269317","33.46084708199951","34.06076495990129","33.18216409036862","30.491795593061433","32.9088809946714","32.77181128496918","34.532505020080336","33.62972105652927","32.64508523757709","30.645027296463322","35.1493081761006","35.35882950361813","34.206617028942","33.695644496762796","33.188847812692536","31.839353728959367","34.214179566563445","32.428871296629524","33.32925943852857","36.232217030114256","32.93483454784373","32.735625299472936","34.283375314861445","32.310740419198794","36.98961156278234","33.71259055708218","33.5265756430574","32.593182095377486","33.86749285033367","35.190601900739175"
,"32.3829998829999","31.974890350877175","34.20511269928536","33.75467289719627","35.85342019543975","33.99705848425426","36.945631438382314","36.12585193889543","34.28125716907546","36.47978280961183","33.877741483901055","34.0684623370631","33.57484963243487","35.35975407111999","32.81792367105863","34.567161660479265","35.83427828962911","36.31711083152235","32.476712328767135","35.87553772817116","34.92358127967442","33.93499891845125","34.47089543480815","33.5334115543636","35.77870667700144","35.451864801864794","37.20979929161744","33.92266226622663","34.05231037489103","36.68105442591016","36.37199425768634","36.279633495708666","33.06328885683378","32.996254891000554","36.02563020142322","34.30691642651296","37.2059733460257","34.99982392299566","32.688394185647255","34.07476103777877","33.36422143752138","36.19347358896056","36.49749340369396","36.29383098268549","36.324338143392815","35.94833927134812","35.713346322454925","35.80107037121383","31.390947650407412","34.51027110951866","33.99182501104729","34.59920814479641","33.9820214865161","35.81242727484294","35.449085693797066","35.085962337979936","34.47779111644662","33.937708194536974","33.69249495309343","36.91022889842632","36.277751310147714","33.29925333333334","34.10779590496001","34.12351357415302","35.27175572519087","31.066149635036496","33.632269744286056","34.252688172042994","36.81781016708144","37.104171521789794","36.00550596963026","35.67922440899036","32.59297768100164","31.94285402097904","35.10096841641907","32.51491237618375","35.193584726669016","36.35542168674703","34.83629933835271","33.87870031843379","36.87646496053576","37.91310369745876","37.41543364443433","35.13802539404556","33.496505125815474","32.92581106870231","35.304121297272005","33.07773378362642","35.49791280148422","37.82330735509012","35.09641305558652","33.50246140076081","34.37487684729066","34.42279713715826","37.632688927943775","35.79079570389193","35.60745993312574","33.11840602877367","35.20975336322869","38.318135048231504"
,"35.3950337352063","34.450202303143506","34.25812310797175","36.14266584260403","38.59823352003446","37.081454465075154","39.52067214700197","39.75077194530216","36.493627190653235","37.96469819132704","35.00294888597643","35.22363165281226","34.75028726626975","36.89785381656207","34.402003484320566","35.49057873485868","38.253573023671315","36.586254809747764","33.64255114062335","38.006268396380705","36.28697664632866","35.86900958466455","37.23393885688968","35.04179502978024","39.50061500615005","36.673808276584616","39.69795184660639","34.55499145471","34.766786570743385","39.294104152328494","38.02445834264014","37.05017189514395","35.269161508159776","34.925044091710795","37.016672205605424","35.34564029941335","39.106221719457004","36.91769068969339","32.91599914557298","36.92753623188408","34.85365344467641","38.53098143236073","38.9929013939081","38.12596143715096","38.672171032197944","39.33030368999676","37.4501920036142","36.905765654060716","34.08650785501593","37.36285328228803","35.936589147286846","36.118823775201086","35.55151084972622","35.268848563404596","38.29258666056514","35.67808219178083","36.729673384294664","36.83157786038827","36.43807521872513","39.34193181818182","38.39846530249111","36.70720081135903","35.77270877835421","36.30585627384264","38.83997316544534","33.392849380569466","36.326706676669176","36.3126907292434","39.15530345367164","37.27172832689124","37.64923320994181","37.954663072776334","34.46667003332997","35.894358867610336","37.24082708291102","33.455067398901654","37.69062465204324","37.623086734693864","35.502846299810265","36.025686448184224","38.5183425414365","39.783634311512394","36.84682971945331","37.3354495187385","36.72097871406631","33.87199546485263","38.895875139353365","35.64024322213546","36.32515968388006","38.84613180515759","37.32057537867234","34.95353198583037","36.70860281285292","36.6804999458933","38.247000959692954","36.097828378663316","38.40970727507536","36.30265159747882","37.696256796319545","40.32480865022474"
,"38.848869016307255","36.02200318598171","35.889814374107566","37.48035749361618","42.77648870636552","38.71317709939357","41.511476930211025","40.20366132723112","37.962516264638175","39.466790813159555","37.088426459796636","38.3203035060178","36.9989524094584","38.65767595654228","36.9242455993294","39.30297766749382","41.58636650536503","36.40472401790151","37.530324761807215","40.56529245579159","39.2086582278481","38.29441525588636","40.07323151977941","37.66824554755589","41.337452107279695","38.59889788354631","40.8957700870269","36.67326355851564","39.32361963190188","41.151001624255564","39.52261780104714","38.765196127357996","37.231756684776855","37.500588754783614","37.91637758856302","36.840294720405964","39.61764079633771","38.76015309376992","34.88726230003017","40.504720369420205","38.64758470809049","38.20150000000002","41.943680794196254","39.292726197516295","43.228443113772464","39.82875744423135","39.153578214059536","39.508345463367284","37.30928674006703","40.04449084484422","37.102754549926246","38.90401317759812","36.14278892072588","38.70773974059112","39.75792052259119","38.60995509801773","41.44904604135724","40.6992075284796","39.933296823658296","39.4071550255537","38.974250025596426","37.69528140989198","36.99774363898225","38.447276434605314","39.43525877107969","35.8078460244005","37.406342559493446","37.18911246140057","40.61930379746834","38.900676962132465","39.838695351820796","39.353764090177165","35.96050277751627","38.38570029382954","38.16979802724281","38.05313429970239","39.0303192629098","38.25411298315162","38.17161206810713","38.51322296280372","38.28075088155986","42.43115823817293","38.80917730917734","37.69685873964153","38.82269063856172","35.989932885906065","41.156864796986206","39.10941558441561","38.857836483241115","39.30442603292274","36.92780446453801","38.14721141374855","39.12561190522812","39.31547248182763","38.12659254111654","37.1331789812764","40.021364925070856","38.0928857818443","39.16613226452904","41.22366636528025"
,"38.8494890510949","38.49999999999998","38.168715032559874","39.282013217124764","42.28912021490932","41.54690618762477","41.11230123674914","41.473416731821764","41.20261437908498","42.202306920762275","42.010718002081134","40.428082880708125","39.486631793083426","39.287035358114245","40.382924853149696","39.69661713858522","42.694571032296416","36.23427373236757","39.99280719280719","38.49262637042785","41.92587440381557","39.38268729034663","41.4773782475551","39.17593420346866","42.174142244460306","39.68333023601562","41.74018520304812","39.02862385321101","41.10873946500548","41.77220688950225","42.62368341859769","40.732329967612884","39.36728016359918","39.2455005624297","39.37883716202485","39.649748838972585","44.330661429026414","40.452690166975884","37.77251461988306","43.33726557773747","40.91834515366432","39.43087867717747","43.78984259714707","40.89205978514714","44.0910479099065","41.429806329711866","40.32754157124366","40.5601961140367","39.39733210671578","41.29178300757877","39.03649143077221","41.52107998844936","38.40689560187308","40.93523698933812","41.09549029889878","39.048183917698914","44.18247285619322","44.96534653465348","42.85239911026375","41.12498719918074","40.616346153846166","40.03618934042749","40.08127109111361","38.821036613483344","42.49203149901567","39.70983300487508","37.540773353751895","38.41328430904405","40.34495063056016","41.2779622328284","41.38590230790622","41.62619558852237","41.13506889854807","40.41237407337013","39.38995947771277","41.525652985074636","40.0307557117751","38.32790654030214","40.69238741285095","41.654121863799304","39.49730512027153","41.9217103904152","41.00240906943786","39.101100917431225","41.04442681475602","40.59142386492329","43.80868948754305","41.1802572881004","41.407250755287","42.494142081158806","38.56546749452154","40.73982377166937","40.172087745839605","41.16501731815935","40.0537985562049","40.24693312227942","41.15075112429435","43.533925524440434","41.31073943661973","42.17886442141623"
,"41.4699773413897","41.98167590162343","40.32514051208852","39.79191589632049","43.63691077827804","41.376405556080485","41.86741693461955","43.56371399080415","41.78249105750709","43.54354122417456","44.135093322686906","42.254547213622295","41.36032369725888","40.234606663178155","41.08015267175575","43.95122396784801","44.617204301075304","39.23457367240089","42.118932508218876","38.81158223201178","44.50729359136439","41.087154310422505","44.78967991691059","40.42437616703452","45.20327602429222","40.69544642857146","41.81657596162718","40.5515310586177","43.158584948174884","43.645737496329666","45.37455609943375","42.829870368667834","41.44628906250001","40.54887892376678","43.83489765351976","43.21963667010017","43.38568323288216","42.22466938450829","37.602779043280215","42.93305439330551","43.408635908635915","43.58128848886783","44.268942059582464","43.834716708769385","46.61700944969432","44.13406593406593","43.84210526315789","42.219206321937826","42.18243000717876","42.95487296169892","42.468115124153506","42.51596569656054","40.24905660377355","44.90429564118764","42.881679389312964","41.4812003619182","45.028655710071675","45.12241475684745","43.55378873095411","44.24805457301666","42.02124048077806","41.720576353353074","43.26655749636099","42.34130474619755","45.700455580865565","41.52780016116035","40.10767372723895","38.52641887583127","43.22275731822477","43.065467190807404","42.186948775055676","45.055427694668225","41.94917533166009","43.69421144805975","40.71743607345117","42.36120401337791","43.33273251622206","39.2945785302594","43.40233208955223","43.872083461815215","40.81831013335931","43.59309279378055","42.668972784752114","42.324858757062174","41.45443087066124","45.347019464720205","46.354379210779605","45.05448586644818","43.45871962525619","42.67204843592334","41.52288779615555","43.26166044776116","43.87933572545771","44.31825205214871","42.508094023727715","43.788155453568976","42.515112891478516","41.417493912717724","44.096199300368724","43.85255735634602"
,"44.465170920482805","42.445842654735294","42.304397852211714","40.46954182575496","43.33157711399462","41.301070877575114","43.30278300899772","45.05231406446969","44.02081464202408","45.81587885649593","45.955786860198636","42.15221820876171","42.819877730828026","42.68170667601191","43.396916966143365","46.213077194219224","41.78009280742457","39.43279497532526","43.93944376585546","42.56378694975755","43.81430160348505","42.38744777158776","44.665216619318194","43.06411954632005","47.046620621608305","43.36220915145747","42.48568104528369","44.18624074392975","44.343466898954674","45.86783559577673","45.22440656218497","45.343941028407066","43.31901314536101","42.274146257330116","43.949745427116696","45.43459130908101","44.23908863680065","45.15643031784843","39.46114627285517","44.10575959172516","43.34652114597548","44.95597339000276","45.62539003813707","43.196360071605156","45.369523643949954","43.66916115558652","45.69027600073115","42.109196341065015","44.37029992037515","45.44696694515074","46.419395702355295","43.05844267215506","42.14086660260333","46.05715152741251","45.823395654370856","45.8517908809739","46.47033299697274","47.397112241191415","43.91064973131412","45.455455699912086","42.36687937605254","44.753809355067325","42.63168333908242","43.54864526513458","45.543181220986284","45.648520769000896","41.93088915072965","41.517357324609264","44.82537340130582","43.0533527696793","42.50971198928335","44.97882017825966","42.4109911762186","44.78482456140352","43.13053563897087","44.05252065418984","45.04702648675661","42.286409469530895","45.295892631958225","44.46116408422723","44.2243595893697","44.792591883614065","44.250510521175556","43.799653920823836","43.07731076454926","46.2362378569326","46.72970027247958","46.10467409525693","45.543415893659756","42.66255874172822","43.92302738902725","43.2824818808556","46.77160937079254","44.90670117134299","45.00560053232779","45.158317580340295","45.095481441635265","44.45016459400152","45.2580615942029","44.58746326137634"
