"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-10"
"05/25/2021 16:41:43:226 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","33.83017796289283","34.75699050591756","32.26362765065293","33.29259069350087","29.58091531021468","32.07444272261295","33.29391771019676","33.342010771992825","31.439768786127175","33.573801673852394","32.24951721004204","30.86045690061237","34.476888667992036","32.633691144181505","33.40774859532209","32.386721059477395","33.78668898043258","33.59233610341642","34.140377901006374","32.51299808225018","30.476695652173927","31.283731827466042","31.787033829811804","31.005994358251073","33.02339645693343","33.54900064474532","31.7178102867758","32.90701321980731","30.006967022758936","32.59923021409673","34.355","32.2262640272349","31.72533992583437","31.035515896466165","34.03554130121746","31.359845330160624","30.837941277276354","31.99695437306056","32.18082801781201","33.38593309149536","31.266395404499775","32.234464599180825","35.38290975103736","31.131578947368432","33.163068809027365","33.25588198680447","34.610211267605614","34.37943176299176","33.771407660404975","31.367466986794717","31.645717732207515","32.639184952978056","32.422507882609736","34.27106710671068","33.83191022200536","32.196441717791416","33.762570517537426","32.07300613496932","31.780480333292488","32.5834233585404","34.233366683341664","32.051878988418814","31.224717779868286","36.203860523038614","32.025251271869976","33.050085931745684","31.791618295797555","32.06144043025835","31.294889640087476","31.61092150170647","32.97407497565729","31.479472490750688","33.075541369382876","33.284174394797056","31.94081145584726","34.62469406157414","33.45200783545541","32.98301124163195","33.06645608819525","32.10120264582081","33.73880221439358","32.329119850187304","32.82428605145151","34.229309035687194","31.662077672237608","33.78402658134386","32.829742161965875","32.56988985281218","32.02238465052537","33.19548451299912","32.775346462436175","35.53564128768523","32.24117940406437","32.2315468357459","33.66484909967031","32.4990011237358","32.34606373008439","34.3527893212442","32.42209244532803","32.444111297673324"
"[max]","67.81073695345555","71.09085515721667","73.37929429495988","70.16107579462103","75.1074915675484","75.78138199421005","70.98720439189191","72.3791931513393","75.3101324874044","71.04284217615803","70.71677327647481","69.75444109060325","75.35716349626775","71.38092830661087","70.91935022865853","73.32585740272421","72.8852420154304","70.83389997315916","70.0317902138881","74.94225858318356","71.94329160915713","70.06014947920806","77.67978858005793","74.26157094962338","71.21095384341479","72.4762123861232","72.63620563035494","73.6990832562035","74.1639880818022","70.92107041165968","71.68738216098629","71.15931807566561","70.82917762263122","72.68316263042023","72.65212972155247","70.03655686873682","70.4106760719664","74.87386476133092","72.16944552151998","72.94591707721152","73.13560047271687","70.63418806942332","72.00821007502682","73.97284548076455","72.85743209876541","71.30602939091816","72.85470353254486","72.1343571741992","72.56656401231852","72.88998642738652","71.24081771142593","73.50194859038142","70.84933035714295","70.71358659217877","75.95225838913183","71.24133286225326","70.59588458265645","72.95461483210626","74.09778205387889","71.68637074357196","72.37381876056902","73.04459397226628","70.86720160999023","74.08650133987376","74.08631135513798","75.2617292700212","72.07391181458453","71.5373996943065","70.58050917507025","72.48120538538","72.40336472481192","75.95433538732394","73.18865996580057","71.63813706465127","70.79959462883204","69.07960962162645","72.68101798698808","72.79747019482413","68.81680906860672","70.1904373981702","74.04557097118466","74.00406701468981","72.45803335459766","73.33491797166295","72.67419558111143","74.67111361079863","70.88475421106911","70.80586656441724","72.79660970979118","72.93867680720668","73.46556659714552","71.57920535297474","72.54774942957899","74.37722350036475","75.32117428541946","73.55867727498757","71.42285889744443","68.96725779210806","72.11435019310407","74.17254633778238"
"[mean]","62.67086038959983","63.846646247513135","65.2294511449999","64.6268155709074","66.78362245896015","67.76638512274934","64.38272174567057","64.72750708029619","66.66250407787867","65.03818991703838","64.2091938475425","64.22101125106848","67.01680193756232","64.72879933060528","64.32519352933085","64.68911009811738","66.3177395946325","64.10639696152845","63.346842322924964","65.72459108125409","64.40767335607573","63.23524388077832","67.79215957286094","65.31765959177214","63.78334479807949","64.54522270134994","63.92418664259356","66.38383907607955","65.5708456699237","64.09759538710745","64.92940455606634","64.07074932947951","64.60756954852727","65.39921697555752","65.92043905599903","64.3764719117816","63.79689805220923","65.84063871848252","64.54816734785287","65.6206990235586","64.50803541990223","64.52398896897081","64.31038653724626","65.69556606730215","64.66671879991411","64.75934098667265","64.87020498938679","64.95021713675655","65.81361725961466","65.11010861270023","65.22174109962876","66.05288838371072","64.04419252516743","64.81274787203206","66.68516095358119","65.41228450493143","63.36653373575694","64.72304385800055","67.54843617620807","65.32676520880123","65.82528013992906","65.90069493061122","65.0454846987345","64.68002438897848","67.08570831273387","67.02990620841804","64.63363157894838","65.34681952480008","63.927346942412996","64.13616725283994","65.87366184170422","66.96011967022042","64.68053995280714","65.29886086808864","63.23795305189119","63.31260347344633","64.48251547328083","65.88442718213308","63.89194533812196","63.30816195814554","66.27766279007308","65.03630798664274","64.7980317987087","64.52355721864673","64.74862433986996","67.3055079805438","64.97156349040944","64.26424536625883","65.04073595227783","65.4883994790647","64.9525441296498","64.2974056659219","64.92812884026489","67.47828124977252","66.74651372384426","65.63695575808305","64.55262407483609","63.50752764197244","64.36798212189345","65.60392241734515"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"35.53124999999999","34.75699050591756","33.02115407928236","33.29259069350087","30.20673310646573","32.55540363809297","33.29391771019676","34.44056592116647","32.32802093244529","33.573801673852394","32.68011439698189","30.86045690061237","34.476888667992036","35.03362145671795","33.40774859532209","33.02852451040018","33.78668898043258","33.807350764676876","36.05112762685803","34.03251684017143","30.476695652173927","32.50197165742454","32.650836001422974","31.005994358251073","33.02339645693343","33.54900064474532","31.7178102867758","34.72326169405815","30.08988355167394","32.59923021409673","34.355","32.2262640272349","31.72533992583437","31.035515896466165","34.03554130121746","31.359845330160624","32.25578286644195","33.374427884051194","32.18082801781201","34.66036036036033","31.266395404499775","32.32598216437697","35.38290975103736","31.131578947368432","33.163068809027365","33.25588198680447","35.44409695074277","34.636501901140655","33.771407660404975","31.367466986794717","31.645717732207515","33.08709352155284","32.422507882609736","34.563757115749546","34.99415277432193","32.196441717791416","33.762570517537426","33.11629667003027","31.780480333292488","32.96256038647344","34.27971494018834","33.02373623771755","31.708432022738037","36.203860523038614","32.40318991097923","33.050085931745684","34.019600591715985","32.53415741072497","32.75195482189401","32.035913658355064","33.78650715342874","31.479472490750688","33.458645677161414","33.353842412451385","33.1277281746032","34.62469406157414","33.45200783545541","33.26128130163979","33.06645608819525","32.51832429174204","33.73880221439358","32.329119850187304","33.105108055009836","34.229309035687194","32.88155316021562","33.78402658134386","33.51731655662139","34.97429729045326","33.96303030303032","34.570446072759985","32.775346462436175","35.53564128768523","32.24117940406437","32.2315468357459","33.66484909967031","32.4990011237358","32.34606373008439","36.31484852424913","32.42209244532803","32.444111297673324"
,"33.83017796289283","36.439868097762854","32.26362765065293","34.906522855675426","29.58091531021468","32.07444272261295","34.06673561260495","33.342010771992825","31.439768786127175","33.62383236556426","32.463349514563106","31.56842354053415","34.72029239035364","32.633691144181505","34.2366341848828","32.386721059477395","34.024772497472185","33.61131498470946","36.70623164346827","33.213510964395226","31.710632730732655","31.283731827466042","31.787033829811804","32.99277784409696","33.66148843930636","34.60297452314257","32.797030851310616","32.98844395006797","30.006967022758936","32.62398664759181","34.88848387495367","32.432595448327355","32.96029806987543","33.03362747436205","35.085433802069495","33.08056507861451","30.837941277276354","31.99695437306056","32.31695795937646","34.00942002216476","31.42112709266685","32.234464599180825","37.014504792332275","31.325880923450796","33.77511235272681","34.24745805795629","34.696241370493475","34.37943176299176","36.830762639245926","32.126156990022864","33.19616844166972","32.639184952978056","33.170686684715726","34.457627118644076","33.83191022200536","32.91749969147229","33.95718485850791","32.07300613496932","32.28071140447379","32.5834233585404","34.233366683341664","32.051878988418814","31.224717779868286","37.42885671492759","32.025251271869976","34.591170480412124","32.43417874396137","32.06144043025835","32.84031413612561","31.61092150170647","32.97407497565729","32.98907928080125","33.075541369382876","33.284174394797056","31.94081145584726","35.177698771816566","34.51374321880653","32.98301124163195","33.38410141126517","32.10120264582081","34.62857319638658","33.05839980950117","32.82428605145151","36.79698764160658","31.662077672237608","34.59203329369798","32.829742161965875","32.72240862792096","33.04264884568651","33.19548451299912","33.518781049315415","35.801206382150724","34.01034482758622","32.788438183143036","35.27611568187483","34.03314706629412","33.99831811629023","34.3527893212442","34.5035114120893","33.75285624607659"
,"34.38526727509781","37.296804197471964","36.12565925246503","36.618664717348906","30.346008659931186","33.49273635228692","36.66903541472509","34.74328541179093","31.952582465277786","35.20413990007137","32.24951721004204","33.55835543766579","36.885179924242436","33.254387951534355","34.818165271205004","33.76988510826338","34.896874640928445","33.80047056123031","35.82116703475532","32.51299808225018","34.5343685773008","31.365959821428604","32.901158425399586","34.441183085919945","34.17970687711386","35.712936610608025","34.37150655021835","32.90701321980731","32.22582037996546","33.2482174688057","35.31805490926017","34.024139524139564","35.32195914577531","36.60592438911946","36.306472081218296","34.399801148917376","31.816862660481178","32.22890387124836","33.448606271777045","34.31911764705883","34.57881223487387","34.194648829431415","38.88672850517305","31.56770596267637","36.0598716626561","35.38968013074945","34.610211267605614","36.0472268907563","38.77402582561992","34.929957269892604","35.543503547749225","33.51812831077108","34.09045748613677","34.27106710671068","35.697920277296355","34.11902546807768","34.88657275928662","34.31284530386744","32.55431489170688","33.618590108015894","36.26438550793274","33.92373656528699","32.32681191640729","38.45770357352084","33.449609652235644","35.53479114407244","31.791618295797555","32.27959008477306","32.241942703670574","34.069662278191196","35.0101765433487","36.2159311209944","34.40237498508172","35.02093498241237","33.841926573829","37.07059467347684","36.610696517412954","33.92115071045888","34.675790825259696","33.31301652892563","35.1915144042148","36.07919999999998","33.09208833619212","38.84497816593889","33.639383561643804","35.60556687033266","33.90043463342103","33.12802463704356","32.02238465052537","36.24291734956686","35.79742892739837","37.735607940446656","36.54974946313529","34.62454726019397","37.24547378321187","34.815418607428676","33.67962497141551","34.942701627063094","35.68767891904272","35.03435485832423"
,"35.60651533340608","38.42963330029733","38.06803226491198","37.1027382135365","33.966763606148746","35.29346083983332","37.815526058100346","35.783882044031515","32.809404234367335","36.31431060771072","35.067400128177745","34.575440585385984","38.29480405107885","34.18617021276594","37.89454401983993","36.010805300713606","34.851026694045174","33.59233610341642","34.140377901006374","33.74168536038235","37.73330096039711","32.591670111616374","34.19316470942487","36.20784883720932","34.38658063162314","38.15829829334651","36.475723717623154","33.92352211657712","33.985660414806","34.58477383293655","37.378655608904396","35.463348560501395","36.937252594415334","36.320067739204056","37.38901654411762","35.224563206577606","32.83323296195926","34.227410246066974","36.21006097560976","33.38593309149536","36.4825721784777","35.06661801501254","42.078608676356396","33.95902170391967","37.70725279359057","35.44402867081269","34.870868644067826","36.448051948051955","40.08395307426419","37.85856486545614","37.45519172770358","36.78657402341612","34.19544541900029","35.05499136792932","38.15778159931211","34.718941798941785","34.78705615194054","36.646749624544086","33.117220975311156","34.99024832143241","37.38789531079606","37.06690216227789","35.20394804659311","38.063614998397576","34.99415747515562","35.49738114423856","32.89997787121046","35.19513055751593","31.294889640087476","34.34192942159113","36.133873103167346","38.4755811473662","36.51233208544375","37.04089398649373","33.13707877112787","37.083490513702465","37.620799748770004","36.07630782533511","36.51048565121412","35.54692399178292","35.85715740175116","37.95855194123819","34.80044576523041","39.536805097780736","34.906995063543725","37.01388155811256","34.73242288918891","32.56988985281218","34.762746358183385","36.46237064910633","36.337992831541214","39.15557574381104","37.1425888161425","35.374726955002195","36.78124666453196","34.282704854583656","35.40210312800259","35.889750215331645","36.35057103212722","38.09944878272858"
,"37.85649050795281","39.613120784794624","40.53480255285202","36.35586954319861","36.121753088821855","35.37903547229972","39.126062616628694","36.16907622981601","33.729380498533764","36.29609522860844","37.19198522806666","36.17648198372725","39.64143868173657","35.8043061283207","40.8749604805564","36.969809371772016","36.73904917090006","35.91133873272988","36.49700454150159","34.99406864076789","38.661761721128435","35.12365695479626","35.79807152218686","39.61984321411076","35.53245856353589","39.35926185470688","38.05662557781202","36.879451255108","35.80025940337229","35.22288119380138","39.15068561705533","37.26993648553284","38.88679151309893","37.828772595625686","39.01079136690648","37.00898489772508","34.484120910656216","36.399932451992655","38.15821336638384","33.89979794268922","37.675336234177216","36.412504839334105","41.6742997342057","37.143299607681186","38.308567208271775","36.47227070001941","36.72237460815044","38.44627299128751","41.344696969696955","39.0347773032337","39.48212482326801","38.38342458934792","36.29150657229523","36.109440854172526","39.488335847159576","36.563070289782395","35.89331668907243","37.87112462006082","35.73361247473291","36.45359791541393","37.53444433188127","39.330515257628825","35.73646750327779","38.94671635777602","36.84730658169869","35.31919089991747","34.02743491339072","37.528745478774034","34.067428150331615","36.50098396142872","36.874870685601444","40.028258477543254","36.84814443329991","38.16268446943079","34.936160669789686","37.735788381742715","37.58162871478195","38.12690152121697","38.34219748505462","38.551800639768864","36.37734878938021","39.62389380530976","36.06123291441153","38.96899794299148","38.43171068190777","37.17721518987342","34.35007567158532","34.44489319691259","36.81534004269594","36.5887590690662","37.422045101088635","37.79120934447688","38.16498869940411","38.18139730639735","38.37129109863673","36.1134052708031","37.48459369650591","38.558443524780444","37.030892678034164","38.30554973821989"
,"38.28149889645909","40.28205614567528","42.15405003254904","39.37643129770993","38.30897863517535","38.165684130455475","39.0402343371744","37.888103494265124","36.34382849718494","39.10267017675817","38.82996538497523","36.32225629001714","39.506716712761744","36.80763778132202","42.12894321766561","40.174576878302155","38.17896579585236","38.28214703500404","38.38476760239302","38.021920305582086","40.0937828790053","37.28268809349894","39.44408916499178","42.17140035737799","36.926134774909144","40.16276760097109","38.609327983951886","36.79109405675531","35.916346824843025","35.88425182807204","41.76770973315418","39.91496402877696","41.06094327114313","39.488158274766576","40.821990858303735","39.62210949638971","36.17481392998252","39.259224748415946","39.01169358397316","35.257289204097724","40.18432835820897","38.87635594778456","43.82957110609482","40.28170539582517","39.62059735136661","39.25779799480134","38.724419134396356","40.32351301115242","42.938771735109135","41.78215236030352","39.94243281471002","41.11161302465651","37.95263870094725","36.905735574423865","40.88603260345325","38.89727968262968","37.00893824485373","38.93242981606971","36.00100273473108","37.79208578477888","39.167757144231715","39.31662975267628","36.62204384602108","39.999999999999986","38.578705476828794","37.49877547450363","37.866663323638576","38.81064958020326","36.48543310500305","38.04410521371535","37.857161791994365","41.36333933137608","38.734590179504266","40.20564477353592","36.81876946305558","39.11403508771934","37.61340114204138","39.338918008236625","37.82316602316607","39.98507825410714","39.1474722898081","42.83483779971789","38.190958047424644","40.65568916826093","37.749635036496386","39.349877103422195","36.78444244604316","35.825549800458525","40.077721715505554","38.64244541484713","39.49352331606219","40.486212798326534","39.8546846056352","39.62299306243806","41.52770002895471","37.1611578525641","36.904005722460674","40.44454299318458","38.53775199695704","40.30143326366078"
,"41.78697086311159","42.22812303264685","43.459778695003095","42.430445836738414","42.87349710232683","39.77036599763875","40.41178376376934","38.24729821006417","38.820053453603954","40.75997528248587","40.61238470493421","38.31744580830505","39.219232613908886","40.464071342822855","42.590734297747666","39.9930509042197","39.89825251201398","39.89477739726032","41.73000355492358","40.97858645351284","42.35035324341682","39.179765447225634","41.104386750223796","41.32996941896027","40.247511880211626","41.64118895966033","39.038953739732094","37.662243616575985","38.17995589108492","37.043952802359925","41.5302809857234","40.60772920125442","43.04594594594595","41.964094517260506","44.02960559161262","40.402988987939175","38.408796782091656","42.022640334489815","41.514501356852136","37.02132421248206","41.85282078661685","38.5986135181976","46.08980903762529","42.33671202443765","41.55427974947809","42.18302422575208","39.522205009036924","42.28758949880666","42.50648021828106","43.000327868852494","41.31099136011398","42.38173881738819","40.27314553990613","39.881448496051085","41.719624898070165","42.40153817813393","39.056520983578075","39.37099776619509","37.59050867950601","38.86635697695194","39.903641044501704","41.795614269193074","40.33382688890768","40.24915824915825","40.81768373323255","38.44714443782453","40.9557862922882","40.39711554586621","37.53119356427514","40.494480728543834","40.631999665187934","42.937862844702465","40.03724218679639","42.56782802075611","39.604452054794514","40.777250503307435","38.02690261001774","41.37340198863638","39.436714623930094","42.70345794392523","41.03198339405237","43.697193300135815","39.23043258710657","41.17323340471091","39.79366687219235","41.62333515781792","39.98459214501513","39.16628449758417","42.990449491589885","39.837382250867634","41.52116545077908","42.2808589177996","41.6910744421526","44.60302671793356","42.509296390812956","40.04141835518478","39.037242026266384","39.14499151103569","38.98481610116661","41.73961417247638"
,"41.93192612137201","43.31519628535248","42.66210201985619","43.39007516228217","42.82124394184166","40.38033362598771","40.70842123769339","40.64937827225132","41.4547913134738","43.71211602635406","42.19318083354998","41.36215153069953","40.75518400896696","42.96744396091632","43.274840792113736","41.07603133994244","40.04389012989162","41.81429043176752","43.70942187763359","42.04868883914295","42.05115223463686","40.691036936631676","43.787035374393994","43.21892893230039","41.178614613922974","43.322768173086615","41.70800823115839","40.18675182774965","38.52725232446301","39.45219807158032","42.3661885604338","39.6603338068182","43.93023357536527","44.765655840660344","43.72543950361945","41.93477897551599","40.61016239745523","45.14459027717813","43.26460550905986","41.16274737103586","45.124026599002505","41.34841263086222","47.134490238611725","43.6105682229461","42.794758692267756","42.55927089361","39.937185929648265","42.698347107438025","44.79929346040096","44.63060603347952","43.07347700661802","43.29086538461534","42.68466012359146","42.59429483506589","42.2787107495845","43.69157463484146","42.14136542816405","41.78729874776391","41.30260504201683","41.62717755084531","41.531397734368056","43.87956451749555","40.97333387450277","41.60943715615741","44.282962210108096","42.238260135135135","43.9492850973995","41.9559853549825","39.72955207431315","43.424222281308154","42.493652305006776","43.76257848112152","42.30164926747961","41.11155516941786","41.3839480338303","43.42278810051023","39.64037367993506","41.34688913544421","42.18966433442566","45.83765875207068","41.513635236757295","42.89641332194709","41.62706957018189","42.44080145719495","41.19634779695085","40.776027762947116","41.505630354957184","42.265032884434696","46.880184990941125","39.36000000000003","42.899930597727064","43.894401133947554","42.69937915742796","47.21215834118758","44.90911532951288","43.100602936886105","41.33938867026631","39.01405366669323","41.87186102511182","43.80851256099763"
