"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-4"
"05/25/2021 16:37:46:753 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","33.20492003418387","33.70815558343787","35.443709860219116","36.2789740341989","32.335993330157216","32.09280280159401","31.020875947539395","31.281610576923093","35.798872418598755","33.137776159261946","32.07754957507082","33.91471449487556","33.74127335299903","32.679373804971334","32.48183329375445","32.735507684860195","33.24718157831614","32.67850155368856","31.525356576862123","33.43166259168704","33.273895928158446","31.78822961890981","33.48904109589046","29.8407390084191","32.81333414962656","31.962813832306963","33.662340036563066","32.8017607771706","34.67881274131274","32.93165816945863","33.54231625835189","31.489414081733152","31.272971040400435","33.996740395809084","33.527712190878596","31.416889768362246","34.598601649336686","30.056638811513455","32.39223638470452","33.283882306991316","33.6506008693429","32.578880714027285","33.02369834228346","33.79282689593226","32.827167344925414","33.452232730755426","32.62437347010141","34.58501459205686","33.83458505444986","32.293825799338485","33.80138377554906","30.536079577385635","32.256022991317124","33.3131368937999","33.61594384557534","32.13194033384636","30.422079412439757","33.1712229345591","29.674549285881522","33.02021339656199","32.98970936759387","33.54604680581911","31.73599578996612","30.39386323787262","33.725934382886656","30.95922848664689","31.890561040211885","33.582676195170045","30.822432113341215","34.27637673700464","33.442809682012346","32.448359016586295","33.243005053617644","31.854550862581775","30.157234647225994","33.524094833140026","32.29762648344787","31.767696852630394","32.11035389765663","32.715045960329","33.01387865389343","32.464222052457345","34.30887544125065","33.925503024318","31.4241516966068","32.751172297703505","31.926746899177232","32.26078191814294","34.26624685138537","30.92724908996362","32.533568904593636","33.32989315201559","32.450352853782384","30.816482236458935","29.934232121922644","30.242073387958676","35.25726347156693","33.32039382917345","32.21264367816094","31.648166750376717"
"[max]","69.38908935523693","67.30989731347813","67.53164332215427","65.73388828128171","67.13665156556947","65.73926069710522","67.25481872418544","68.32047812359049","66.4755899733498","67.75869868515625","66.39955965611236","68.37335428185033","67.08074874686712","68.02428693557161","67.30202527336935","69.19185011177204","66.7134818941504","66.26928162185986","66.61765930862146","66.80066053314468","68.70779266448639","66.54909894877355","68.15652839017368","66.54892104488286","66.9689048106448","66.97241187678628","68.30974602889707","67.41274799493456","67.47044671071525","65.68264772978145","67.07405041235911","68.01575122889507","67.8440872135994","66.14300884955749","68.65857389394417","66.92383075370121","66.67865561245226","66.46281006831552","67.7247646803986","66.51956796818509","65.9686624060993","66.21989755875914","67.43745423217749","67.12292773217452","68.44864173065804","66.10911053050096","67.84173703749026","66.99936152358714","66.51713520749666","66.49169195751135","68.5921967439651","67.41835476845957","66.2248525302701","67.24623369279858","66.3561922046496","67.3587889567706","68.52850551985496","68.49552912059401","67.56916414032048","66.64491325614955","67.2671318312934","69.67729643000403","66.454802259887","67.95652630253164","68.49566865186787","67.16938124422805","68.77995264726297","68.37755385684498","68.30326292166855","68.14922489430379","67.61778003321646","68.84574697754749","66.19590354113578","67.02800682399771","66.78526084479527","66.31041650011994","66.11757981546504","66.63624230740713","67.64096882929974","67.35863742885836","67.09128908209334","67.63310805241898","66.23950961143322","67.49269403039868","67.69543658191037","68.86110785119115","67.7081752141386","67.09493520859675","68.98976859820233","66.7026739592829","68.50759697521356","66.61012354152368","71.03067570076105","68.12626053035643","67.65026691100314","68.06699013930191","68.31149585053761","67.46921171370435","66.14661499979498","68.39120353597568"
"[mean]","61.21849914585677","61.13027985684107","62.07903061611965","60.89030835126007","60.80264676269808","60.67157371425023","61.6996993678031","61.350089013726695","61.02591569365709","60.87408418708066","61.21790450890259","61.32657714661074","60.93493658997577","61.60475411002745","61.2927740187445","62.45765115305725","60.60974018182797","61.5448849009948","61.220826972443064","61.041048709265255","61.62102666718917","61.518192643568995","60.837585429026994","60.348793708038656","60.8547570627491","60.71761338980247","61.20909069036296","61.46210166865451","61.291727501885255","60.485918871726305","61.09989160276644","62.14217069573254","61.42903314766676","60.718978145352345","62.54727423873026","61.3820746378208","60.761688199575126","61.13451934569331","61.098573596382614","60.880740936380306","60.84087786606293","61.344338196564976","61.20533707775032","60.89892887783042","61.90625891798717","60.68305535131788","61.680899329706506","60.640143061961936","61.125152612470835","60.89741843636879","61.74946508574053","61.00368343600053","60.96060026571404","61.41085048361661","60.780741646022555","61.11235343093336","61.791119963826304","61.79716325267361","61.62809706764927","60.72358368926551","61.0234849835935","61.983772900335225","60.889015041949904","61.83030975285709","61.36727309247492","61.6192990519298","60.759307641517616","61.916834361718166","61.68356434540724","61.484265544792244","60.90401925167708","61.078795622151254","61.038382263173524","61.63851972315288","61.4917503704155","61.3217137603984","60.72404355111511","61.00096512099811","61.43782247504843","61.502203794137685","60.79697185593894","61.1456161744448","60.446295992128924","61.762846989117534","61.16915130712461","61.032202420052755","60.6063105608273","60.85273643923533","61.35984546880921","61.69629606590301","61.42702757402456","60.98085480226161","62.572310290804275","61.62618066589635","61.92562538358309","62.08072227466365","61.641962275742834","61.72944165352218","60.4892013871911","61.682388929794804"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"33.20492003418387","33.70815558343787","35.443709860219116","37.645021074815624","32.50732690194165","32.09280280159401","33.44022676854821","33.01799438819083","35.798872418598755","33.137776159261946","32.07754957507082","33.91471449487556","34.59283167342924","32.679373804971334","32.48183329375445","32.735507684860195","33.855588343784596","35.736127937969464","32.49654363658808","34.16265947006868","34.35758714526369","31.800441284628562","33.71978545887964","29.8407390084191","32.81333414962656","31.962813832306963","33.662340036563066","33.93036279522769","35.47197309417042","33.60217256362506","33.54231625835189","32.963640860746985","31.272971040400435","34.43188698284558","33.527712190878596","31.416889768362246","34.99293400751978","31.278162704575337","33.84412368643558","33.283882306991316","33.6506008693429","32.769562179785765","34.152991867945175","34.38208878624583","32.827167344925414","34.60290690543357","33.39675410228771","35.04899172699071","33.83458505444986","32.293825799338485","33.80138377554906","31.90395319777346","32.256022991317124","33.3131368937999","34.27120790073439","32.13194033384636","30.442334575955297","34.01042577100764","29.886067101584356","33.3643326039387","33.63438834463705","33.54604680581911","31.73599578996612","31.86864602587802","34.11167268351388","30.95922848664689","31.890561040211885","33.582676195170045","30.822432113341215","34.27637673700464","34.24833232261985","32.8114087538866","33.57233883058471","31.854550862581775","30.157234647225994","33.524094833140026","33.03112940571135","33.30255629945219","32.11035389765663","32.715045960329","33.234402852049904","32.464222052457345","34.30887544125065","34.10878871820703","31.4241516966068","32.84565398831527","31.926746899177232","32.26078191814294","34.26624685138537","33.29495380241647","33.99262105134773","34.074811083123414","33.060981718006516","30.816482236458935","31.3850132306952","30.242073387958676","35.52900427295093","33.32039382917345","32.899226212066246","31.648166750376717"
,"33.45491400491403","33.84115884115887","36.212365938751766","36.2789740341989","32.335993330157216","32.70788043478261","31.020875947539395","31.281610576923093","36.22985485485487","33.82158966231865","32.83934624697336","35.92294585384325","33.74127335299903","33.00252707581229","32.7379257149638","32.97624877571008","33.24718157831614","32.91019273974223","31.525356576862123","33.43166259168704","33.273895928158446","31.78822961890981","33.48904109589046","29.97166186359269","33.010426770126095","33.67613908872904","34.281394219091595","32.8017607771706","34.67881274131274","32.93165816945863","34.985622211204806","31.489414081733152","31.580246182980225","34.306332388813594","33.64197763538134","32.65271917487108","34.63450515857849","30.056638811513455","32.39223638470452","36.330948241273234","34.427653138391726","32.578880714027285","33.02369834228346","33.79282689593226","33.23267567896724","33.452232730755426","32.62437347010141","34.58501459205686","34.09391534391536","32.698290392487344","34.48677685950415","30.536079577385635","32.56082461834354","33.888080301129236","33.61594384557534","32.31576753602476","30.422079412439757","33.1712229345591","29.674549285881522","33.02021339656199","32.98970936759387","33.56300216809078","32.24113135186963","30.39386323787262","33.725934382886656","31.02497643732329","32.831955597543704","34.045037220843696","31.232386096759058","35.03018134715026","33.442809682012346","32.448359016586295","33.243005053617644","32.14356555394293","31.448117365571107","34.40520350334878","32.29762648344787","32.74592521572388","32.68246806515882","33.65829084729306","33.01387865389343","33.19448267233827","36.05762273901807","33.925503024318","31.54982549043207","32.751172297703505","32.78684050939968","32.41907304052419","34.436704072626405","31.21159437143855","32.86529242569512","33.32989315201559","32.450352853782384","30.89828445577836","29.934232121922644","30.662926018287603","35.25726347156693","34.697707736389724","32.21264367816094","32.16933843761219"
,"36.0608272506083","34.999646975758985","37.24832989189845","38.376297472218845","35.0794244278269","35.53352293355927","31.825000000000045","33.99692016109927","38.549745351178494","36.03693693693691","33.994815668202776","37.93381356975743","33.763980263157926","36.37800868850535","34.400666819958616","36.141168124852214","36.3355631789594","32.67850155368856","34.9637579169599","35.13043733145738","35.86873190503765","34.27316219369895","34.18323765786454","32.506608194160776","34.688030268287115","35.63341731562071","34.369998853605445","34.826900023975064","36.4144200986578","35.405053775876034","37.29180483183325","32.49893780243124","33.61955642832389","33.996740395809084","34.41754176610977","35.499888318070134","34.598601649336686","33.1145008365867","34.855725019625424","38.43467078189305","34.07398259233124","33.59970743124635","35.33650105590755","35.89389736477118","34.625086946440994","34.99852440408626","34.04477193768913","36.83684976355038","35.871978021978045","34.526159056405476","35.82580174927116","34.7309409532314","34.200458715596376","35.43912406978166","34.8098303453255","34.641122376797945","31.98584119933367","34.497551305970156","33.2509263547939","35.458548640754906","34.082455309577384","34.89957398822202","34.60508514112433","31.57826671145451","35.65401578458684","34.60660956129184","35.98290550386728","35.26521535580526","33.239680729760536","36.43686049413529","34.99320148331275","33.4958524339664","34.417761211690895","33.49427753934193","35.253383832112235","36.88162282326789","34.45349946345535","31.767696852630394","34.570836135395645","35.25465947720082","34.287987918215606","34.646596230039634","36.734638968839896","35.86523958695904","34.16753305458242","33.24086956521738","35.789373044385215","33.840626091004324","37.121958750154405","31.1612596487303","32.533568904593636","35.56668912091613","33.86490610328641","34.83698005698006","31.422159730033727","32.43501048218032","37.118079887876654","38.32117845930935","33.271399106222084","36.417683274427105"
,"39.41590620307268","35.370766877867645","38.35709526982014","36.93651685393258","38.087922602594105","38.5808908377568","34.3480799579169","35.82427956276914","39.6303913959419","37.40369861445096","36.210526315789494","35.39274340309374","36.23111714156491","40.1245633802817","37.47822202367659","39.75173315149446","40.09964131237468","35.22047287592532","37.56337402885682","37.50927869214623","37.326114717463035","37.470715835140986","36.06035687412664","34.022127900396164","38.38971900089208","37.89903264812573","37.199498801481795","35.366299104066144","36.123724224119975","36.61798653414556","37.29975539248387","36.83975821167884","36.75203524032567","34.42841210833776","38.14231851435006","36.80630441623831","35.890304396843305","35.37355491329483","35.75015397249024","37.624645222327366","34.2732717881086","35.417623674911724","37.07589563056534","37.308307837138166","37.52605540897097","37.14465375147167","35.932371554220786","38.671819395017785","38.07515212981743","37.48931530745748","36.444164708515196","35.96919282040517","36.96850913895617","35.768128354459314","36.56575654152448","36.43093639776995","33.97317279256445","36.54081179993347","37.44759238521837","36.4371530323662","35.3633247161965","35.569278885872784","35.776890080428956","35.138112838351994","37.26002608412131","37.10426008968609","38.79051362119092","35.966076058772686","35.254483208346905","36.20651420651424","35.76089244369612","35.286806688417634","36.38727715646112","37.47813947962458","40.099808635330675","39.22030607583374","36.47989051502624","33.768039003250315","36.77264061010482","39.71154066766088","34.92411101474415","36.745143177989895","38.32340450631122","36.53561556453331","36.01628917157928","35.00609485815608","36.61863488624053","34.31840193704603","38.39578481602234","30.92724908996362","34.83800155607428","37.44862579281183","36.83281527531084","38.179038569032976","34.82161931211281","36.331755929183856","36.526992830029535","39.77542230674576","36.694143996503904","40.34014435834838"
,"39.45005831831194","35.9259890507179","40.450498132005","36.662320661849414","37.81240172955973","41.28005665722381","37.1654814814815","37.37334099696941","40.58578203938548","41.39569160997733","37.852681323197075","36.52159229321228","36.97572815533981","41.50671713402284","39.08216064083133","41.13088753604616","39.06476634624537","38.04763667124876","39.630327868852476","39.39976183079632","38.62104841936773","38.174246218571575","38.21194929980579","38.589038859257656","41.436477174849315","39.30888888888892","39.377668308702766","38.967952229648304","38.99027845627747","36.299354333789886","38.64119496855353","38.09768299104796","40.66801189464745","36.152891744933285","39.96119246861926","37.91443796501106","37.30739566825143","36.82497127537344","37.477036100029196","39.36874999999999","37.15214626391095","37.16286558969487","39.023919976804876","39.25757914755566","39.216762379456064","40.57494774559573","36.8976246066389","41.57498930252461","39.37088607594936","40.02761310452419","37.41984492875106","38.218740569359234","40.08170770706745","38.38310401761146","39.079502637528286","40.02732905510073","36.91423948220067","38.06989469337188","40.979991370941626","39.560449905856686","35.5677734580225","36.536315904616046","37.338868388683906","38.01050247116968","39.08646921594482","37.060659477395326","39.63682825624937","38.36289014997973","38.537141366718885","37.96003227541688","37.50687867610409","37.723191778165614","39.00098069577785","39.480059592023835","42.973880176012635","41.61561369921293","37.60774767146485","37.11257249378625","37.11989795918373","41.40923144876326","34.95947294869234","36.763052208835326","40.78928650811292","40.47473363774735","39.475135135135154","36.63729186302234","37.92946204122686","35.76991786447638","40.4260446606235","33.33395018505553","37.59524819686043","36.46121106597022","41.582768423354494","38.590701535907016","37.75976896032145","39.10980989391869","38.800680674755824","40.23707748309929","36.94471896232241","41.796307475601175"
,"39.66982449142405","38.1448987895433","42.02741617357002","38.50921751327523","39.84721440630275","42.94906239719265","39.063044301400964","38.46068190776507","41.626197458455536","43.92962881131241","39.630613041780535","39.43064354784929","41.26020145955391","41.13726955655204","40.639625832364466","39.91150706748957","41.420969346233875","37.96725784447478","40.23897164824602","39.23755437409376","40.345908707470265","40.06755732423726","39.13228957196209","38.88909717296589","41.98746688404322","38.391282665070854","41.136302359171886","40.5676530612245","41.74355754023631","39.18262476894639","39.82637795275591","40.22899243329355","42.28977897789779","38.73098512489475","42.11095270868155","39.7464105549088","37.93057503506312","39.41820917297348","38.99981213601354","41.81708635037287","39.721197689735526","40.57674873802411","41.54545037186671","42.03075071131543","39.53305362259518","42.90579986645044","38.671929129961406","41.67935222672066","42.18477490251685","40.194315545243605","38.430221032808","40.217399691358054","42.58268168074239","38.12365145228218","42.47439603551515","41.86314588088819","38.650482192304054","39.07399628797498","41.9192323481117","39.94491406029865","36.675547661338065","38.25854900737966","39.72727272727278","40.829107556092154","42.18005526497585","39.20041510580137","42.160602503912344","40.042385667138184","40.35161551706677","39.992314041060546","39.138193374422194","39.24732768153334","41.19507650058844","41.12612711678031","44.31381479071785","41.334744928107156","40.58825659596484","37.670734107459154","39.077861873226134","41.84269839605827","37.71650171298057","37.76557180052073","41.17349712493469","41.1982766828525","39.410223288429584","39.59790422192969","39.0050524128813","37.94497421426488","42.978638039470816","36.499614197530875","41.796759161194665","38.60805519298898","45.02970922882429","41.059190658345095","39.51970964330359","40.78617363344052","39.84938873058186","41.74950238853506","37.720428052742214","40.91485214414754"
,"41.32474916387958","40.7185690450486","44.20187409899084","39.28302253302256","41.38161140038369","43.75554607508529","40.6806116043404","40.4946297343132","43.97597512719052","44.04651879235982","39.0220994475138","39.10110141313382","42.11606022584694","41.11590670108016","42.1576740426392","43.041272780430745","40.34674817456274","39.50027586206899","43.31021560099937","40.83677800332163","41.09920389208319","42.014165983419915","41.81323515791425","39.57917498336659","42.60788582486696","39.83301111648139","43.46420915276356","39.279015519375406","44.32129819250292","41.15238776605254","40.84444234046582","41.575873105525744","42.98064424978806","40.26302403087178","44.758210101786055","42.98500000000002","38.45792266868838","41.98190644307147","41.27855499309712","40.12963341162052","40.932145638629294","39.27179111761834","42.289107360361896","43.6357880174524","43.51773330691502","44.88227987855367","40.150330238345965","43.761101415551664","41.95046082949304","41.385160328113344","39.24570446735394","41.51360985093974","43.85320915165019","41.47202652300037","42.823053050140636","45.10410266574176","41.18472170339936","41.47977528089888","44.47050857658743","41.57128218836316","38.01868006827234","39.334483448344834","42.319732726755774","41.09591717132254","42.95290562529058","42.477136689235635","43.85554735093226","42.16851531957451","40.999077401184806","42.68609041231992","39.755549440469636","42.08397384927997","43.01090840699646","41.90711960516644","43.09712673165727","42.664813230681496","41.97404776001579","39.68038126257309","42.47968980797639","42.22805074506644","38.93349527912733","39.72342481638969","38.550337512054014","41.28987799367376","41.22890720926153","40.33145099540584","42.18176465259535","39.94510246286895","42.60997732426302","37.482117910030745","42.06937081124339","40.05047248962292","44.83801694070751","44.21485543369888","42.942722692271126","41.120628683693525","40.26623376623376","42.74831397527162","39.20207704273036","42.969863137859186"
,"43.080803490274505","42.654654796855745","44.516832579185525","39.898524321370076","40.63082576740184","45.303548661283465","42.41277748645343","40.620862271128345","43.573005093378605","44.38118045476537","39.770031217481794","41.69758147161304","42.565402405180386","43.36860702994235","44.1093041212238","44.14464482885538","40.392140266021826","40.167799564270155","47.22357428260083","42.456683168316864","41.81062531774276","43.8246983676366","44.04361750112765","40.74252461127978","42.955969595847236","41.43778409090911","44.251328844790976","41.99821930646674","46.867319915254235","42.81329989622971","41.571149477510225","42.98256285482563","44.482836089144506","42.23173447537478","44.25843662354114","43.68841232654535","38.3309447983015","42.141421302861","43.66960749009723","42.362663081366414","41.28296547821164","39.5309211139052","44.68411919072211","42.883686102236425","44.66318464144547","45.535714285714285","42.08940335900528","42.72158154859968","42.35446227804916","40.89372150122762","41.20915486438955","43.33541779952875","43.457714066545215","42.72410831565121","43.86033597760154","48.25393433067807","42.23548914524481","44.61114132898196","46.50992238923274","41.9903408603074","40.02615522655898","41.08673958933027","43.55258327980179","42.22094765427477","42.9533427412242","43.44885510510513","45.11936164600372","42.146722430863775","41.01386834319528","43.886817832436584","40.86401860797996","43.75277404169469","44.85467255334807","44.26515455640308","44.93126604779775","43.96150378651282","42.042888765910384","42.20735553288194","44.69982030548072","43.86888368004692","40.159250689685884","42.98401565034834","39.51309600664022","42.74682348901097","42.7576488194214","41.3034633646774","42.7585726718886","41.01446076223081","43.39111045770854","39.548056983139496","41.934852955172786","42.35613167320489","44.57324655138917","42.68312604418045","44.089727272727266","42.94690691848142","41.290672630881396","44.26952670662969","40.23292087835483","43.90478468899523"
