"BehaviorSpace results (NetLogo 6.0.3)"
"Wealth Distribution.nlogo"
"netlogo-11"
"05/25/2021 16:42:13:675 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"[min]","34.32250278499812","30.675095832818123","31.99876018420123","30.11547277936963","31.07812873893276","33.64308589728927","34.14512946979039","33.098418491484196","32.321114369501494","33.18495316871428","32.8753338188881","32.22643649193551","32.37706110572259","32.699877600979185","31.686830197666083","32.1272463768116","31.95775156475689","32.23074648053945","30.62449287121829","31.245652173913058","33.46661811119205","31.73458413001913","31.174029035860556","34.75811628194052","28.67470074409578","29.064006988934203","30.961953335678277","33.25274725274725","31.440235294117635","33.77228295819936","31.021121802393807","34.95740352607571","31.781109899430497","30.479057591623043","33.60512162327344","31.11746952302051","32.781041864890604","34.86097107986205","33.95070248952427","31.804126156035124","33.12316220776092","32.30176264638421","32.21879570941004","31.84377605717691","35.676349614395896","32.45499938355321","35.20774376125549","33.6459079126034","31.506403415154765","32.94954567192732","32.66606972301818","34.730514518594","30.10098870056497","31.932567093194436","33.1595238095238","31.295542168674707","33.37978072412037","34.759325044404996","33.91754624900691","32.63587338804223","30.64646464646465","33.81024726288596","33.283860253413714","30.31615857192538","34.30514257860101","31.918195248061068","32.7302434344646","35.55417607223477","32.4574043651725","30.195240243627357","33.174685418208746","31.246687358242824","32.79469621513945","32.94629898403486","33.19916337438997","32.27967340970022","34.37958503149312","33.70416092242136","32.525916870415664","32.69493153975497","33.80021194364794","34.442129048455904","33.49260719566291","33.34450529824983","33.69265707797128","33.87289194253591","32.0536047814718","33.0916378885052","32.6835236541599","34.97692880178616","31.750062173588674","28.647403113990215","34.017033099782566","34.844767801857586","33.912669683258","34.283134062579514","30.183262100034693","32.06031175059952","29.865037071362373","33.364419382823144"
"[max]","65.23875329992995","68.46587758583922","67.60088247091862","67.43970524956968","65.64951588575875","66.79828626859239","68.48734090598049","66.81916974570743","67.18286026200876","68.551188208162","66.23566046440106","65.5114415322581","70.06589225930817","66.71980419282757","66.94424221555414","67.29900139340452","66.52985659047529","68.83340501021394","67.0215768981181","66.68906934205421","66.33313303689464","66.21442900128959","65.49948170415668","65.75176674198354","66.96649841646871","67.18314515308721","68.40205892389946","67.8021578582968","67.01360435339305","69.57900504054349","68.04469197668718","67.36265549631888","69.14679151061166","67.16070749334347","66.36138952164013","65.66598079561041","68.49257300399482","67.83716847620592","66.1001367413485","66.32438192668369","67.92083680019017","65.39343367610734","66.12958727001494","65.89216577297097","66.71273885350323","66.98583731064537","66.74107793153675","66.62226306536677","66.88523131672592","67.22640425976192","70.59149963910946","65.85987355527016","67.74414395229981","68.03774996599101","66.45953815769485","66.79989254664453","65.56032735004698","66.55364331723028","68.77521606098014","68.59527602475335","69.80592953308503","68.82874750677645","67.97566347910174","68.9973277074543","67.12428332537026","66.17835820895516","68.76901563071776","68.38314304902619","68.44336140269922","68.49788838612369","67.94290167186173","67.38675225057266","67.15468480779518","66.56000960153631","68.41648963075365","66.27808364725202","70.73861587670834","66.57507863968185","66.95445235291106","65.92091269195286","69.8964087720159","69.76374094588836","66.81412089034103","67.96165598817154","65.87868844246277","68.57353207957915","66.653286293683","66.32857142857138","68.40249246781701","68.2706302794022","67.8456306453368","66.72404063205416","67.1994502748625","65.43418966930852","68.07495447138886","64.72303392822123","65.33279818679756","67.97292531120337","67.99347389558237","66.73779327837673"
"[mean]","59.03874141940967","59.98144435291575","59.64184365277928","60.50476631605591","60.41747767844384","60.016303559270774","60.68248800958576","60.24005784467441","60.13734638950686","60.866611331193475","60.23318989669376","59.79114085680619","61.46565896958837","60.44043068415419","60.70385965693043","59.80770834566552","60.669528537108974","61.05561475332881","60.19044251660413","60.00258194865006","59.856678037234886","60.01987042358682","60.30459641482128","59.81732597504115","60.385411453991594","60.67351147107345","60.730610801450375","61.686385000671415","60.106632896798196","60.43795796315542","60.55396567651673","61.29779759180231","61.44287991548579","60.56407413464089","60.436439380502534","59.61007974204","61.563315902489244","60.334650212163304","59.647709348564575","59.4341177293756","60.373395825848604","60.455623559693805","60.096666722508814","60.165195311844215","60.21311837720677","60.31473130816777","60.63977528387948","60.45206605042969","60.45123884562711","60.57237904992529","61.49216471067775","59.69721078347137","60.13840591128533","60.998863125252235","60.48040791926774","60.527954031330644","59.668833968336145","60.41002873942529","60.52200436354205","61.2560296694869","60.75593990184121","60.71083196082023","61.4771371340515","59.92426094065749","60.36059805892054","59.35376028504568","59.82649821045506","61.580410413896196","60.55677917459357","61.43547791008593","60.27654944825673","61.5546707856681","60.90594420433225","59.49009476644596","61.707382736886395","60.28683166706333","61.425730677603816","59.99289959079988","60.26569241602982","60.061946639634975","60.96666116817785","61.95862640331124","60.883568246992276","61.34323391775418","59.83875000811758","60.057419721047545","60.89494725044746","61.38180633703248","60.3404419317708","60.142554567696884","59.97177180279553","59.94396899880744","59.82031164003085","59.57946609098592","60.415326304203006","60.299014425291915","59.70922642330064","61.39731273002193","61.75348161534826","59.76009793009644"
"[steps]","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500","500"

"[all run data]","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve","gini-index-reserve"
,"34.32250278499812","30.675095832818123","31.99876018420123","30.11547277936963","31.458502647457216","34.69972434532013","34.14512946979039","33.604727633701465","33.15295191722458","33.52834956243065","32.8753338188881","32.22643649193551","32.37706110572259","32.699877600979185","32.19043644168853","32.1272463768116","31.95775156475689","32.614879649890575","30.62449287121829","31.245652173913058","33.46661811119205","32.32188167315663","31.174029035860556","35.55174093011932","29.71406831247888","31.060475161987043","31.818257557724365","34.00664877394171","31.440235294117635","34.53546459895769","32.41018977396352","35.11191585842042","31.781109899430497","30.479057591623043","33.60512162327344","32.23317073170735","33.27072993584311","34.86097107986205","35.158101534239755","32.80365126676601","33.12316220776092","32.30176264638421","32.8714180749449","31.926345083487945","35.676349614395896","32.45499938355321","36.38881561593246","33.6459079126034","31.506403415154765","32.94954567192732","32.80172517794665","34.730514518594","30.10098870056497","33.4579242636746","33.711408523908545","32.54173334974764","33.37978072412037","35.041484153568675","35.07206462282154","32.63587338804223","31.541462275169373","33.81024726288596","33.283860253413714","31.565604151223148","34.30514257860101","31.918195248061068","32.7302434344646","35.55417607223477","32.4574043651725","30.535133598635586","33.174685418208746","31.246687358242824","34.79289603646956","33.18770723320642","35.19630470425025","32.27967340970022","34.37958503149312","33.70416092242136","33.18821057834896","33.77238350817275","34.73577339274348","34.442129048455904","34.58394998724162","33.34450529824983","33.69265707797128","34.297482552343","32.48420859346312","33.0916378885052","33.90647217455259","35.35757309574603","31.750062173588674","28.647403113990215","34.09835360609411","35.282375","33.912669683258","34.283134062579514","31.118044044518115","32.06031175059952","31.412653160257186","33.364419382823144"
,"34.42805664432928","31.873310395674594","33.16418179632079","30.99707470747075","31.07812873893276","34.20396933349821","35.45547988397024","33.098418491484196","32.321114369501494","33.18495316871428","32.87543774906415","32.66845056065242","34.25356972870062","33.15047117855834","31.686830197666083","32.70191738667297","32.4378080262849","32.23074648053945","31.914003759398483","32.06949922313855","34.33897787015529","31.73458413001913","31.805633975696566","34.75811628194052","28.67470074409578","29.064006988934203","30.961953335678277","33.25274725274725","33.015911510706275","33.77228295819936","31.021121802393807","34.95740352607571","32.215869798497685","31.417862938459606","34.91386942087792","31.11746952302051","32.781041864890604","35.19471571906357","33.95070248952427","31.804126156035124","34.36723268118617","32.53766546329723","32.21879570941004","31.84377605717691","35.87292852624919","33.96611529440811","35.20774376125549","34.70095154626266","33.12123957955783","33.75592530524302","32.66606972301818","35.512848238137664","30.552471660628722","31.932567093194436","33.1595238095238","31.295542168674707","33.88468538741551","34.759325044404996","34.441096398960525","32.832792019487314","30.64646464646465","33.98571428571428","34.09027340304902","30.31615857192538","34.893604872478114","33.626997787066614","32.74176991150442","35.71466949893792","33.369064922480646","30.195240243627357","34.3175871178765","33.27821335234021","32.79469621513945","32.94629898403486","33.43585280954751","33.02726176115801","34.667293917688504","33.83710351610526","32.525916870415664","32.69493153975497","33.80021194364794","34.75624607658509","33.49260719566291","34.96119330584526","33.780921382073124","33.87289194253591","32.0536047814718","34.16465070353003","32.6835236541599","34.97692880178616","32.7051724137931","29.550235118706283","34.017033099782566","34.844767801857586","34.58552714447664","35.307495315427836","30.183262100034693","32.06678785035771","29.865037071362373","33.73662704309067"
,"36.29092343162239","34.28494749124854","35.443450998606615","32.27056460139565","34.20185497470489","33.64308589728927","37.885213063008386","36.917761246076964","33.53778248587569","34.19042163153072","34.318922953266714","35.48938765552574","37.51301323760378","36.51775568181818","33.67580904291945","33.300526135193905","34.20385841486201","34.4895116724935","35.52781501340485","34.87455116696596","34.54946310258169","33.659415439535934","35.22048894062866","37.15098743267503","29.96306874138272","30.96471298430468","32.60496991308224","34.8031132398221","34.30137137801374","35.10370912640312","33.038920831490465","37.63906668218318","35.260103568614234","35.69907010889513","34.10884815569134","33.23233356055442","35.028136583174216","38.64424195424584","34.504076403447485","32.91058434399119","35.503281378178855","32.92987353309788","34.808038808038816","34.18543602373221","36.3549180327869","35.40372812002727","37.41961836613002","38.365232713573945","34.887581030365084","35.696506051609994","34.73056149431751","36.27679518924653","33.070457836693805","32.64957716701904","34.58062814953709","31.63302700885354","34.95521001115106","36.0906205923837","33.91754624900691","35.72863460475403","31.895450962729463","35.236200632837225","36.33696578594913","32.07727858985382","35.97767086109054","34.945949047509735","33.94162042175359","38.34628975265018","35.05802615933415","32.050491033304866","35.55783758262516","36.29224187107815","34.62268868473078","34.74259195203508","33.19916337438997","36.08135324734102","35.24867841409692","35.55142332415061","34.82396982008127","34.933519293351935","36.51675778464465","36.18278621014238","34.85864297253637","37.47872843299459","36.68987934871733","34.758076181292175","33.05375764113628","36.24094161089314","33.66057692307692","36.914608451363705","33.70187578634337","31.632648553125676","35.44800045315523","35.872450763314305","37.09625073227883","36.80458476483829","30.82195927352781","32.52335892721963","31.763811703170973","34.57046070460705"
,"37.21065527065529","35.41695464362855","38.2971858854568","34.08008062137453","38.15423587172252","34.423295753872104","40.70580320580323","38.796945097201466","34.55577427821523","34.46235592682671","35.724176527022706","38.41264786169249","36.72721649484537","39.520783915057024","35.943913043478275","34.77188789919619","35.95463781367469","38.60644016772392","37.24705760892009","36.50385055676969","38.05327914486136","35.168998148529106","35.704882208719766","37.94673805055744","31.980651358521655","33.19778770042625","35.34536413217838","37.33255169473458","35.55834717607975","35.35544685061013","35.81296449215524","40.73821066549144","37.20180658873539","39.98627360129733","36.773566673824334","35.48221174453495","36.43347150259069","38.9030310206015","36.17644821215087","34.218615605160764","36.970274474941675","35.63154187886014","36.18830347734461","37.189952742962824","36.51576601065564","37.03752012882448","39.056902060152055","39.54309576837416","37.48456390328153","35.34445863941233","37.909373354397076","37.19504730105732","36.07428541513981","35.29845651528645","35.07859675513058","34.32861385088556","36.91688373194414","37.82920276346091","35.96677181913776","35.579140303304214","33.55725797900542","37.93494970046343","36.75946192430464","33.526066350710884","38.40182594261326","37.26002566570425","36.31497663076612","38.25875952121873","38.293912346950435","36.07338792221084","37.633114754098365","39.06490926661659","36.16533563565725","36.94811918850379","34.27726689478186","40.06594978281598","36.55959720509657","38.08344212358574","36.75189434942629","36.54181109185444","37.976733879902454","37.41948966124068","37.928818132757705","39.29671067352875","38.155413525620055","37.34901828029788","36.455406021897794","37.73433998506034","35.01086215294689","39.75427792915532","35.35817409766455","33.69892699347781","36.438275532930305","37.70233715645966","38.49968010236725","36.52217873450749","33.45377052609558","34.11061770282408","34.06557707828892","35.239038114449535"
,"37.5297923235838","38.89945538332635","39.79716881470525","37.26477809254011","39.8667117726658","35.27775586669294","44.00895371100348","41.22786352558892","35.07933237172884","37.8306385591486","38.54122869680579","42.34136959583924","38.454166257728936","39.63598392724965","37.92227042660881","36.907584415584445","38.58568938807124","40.968366188461154","39.288195452346386","38.67152917505028","40.910217556012526","38.043054743814544","37.70235834915559","39.27244582043342","34.70662954585","34.889898989899","39.128592028015284","37.648223350253815","36.82030401737242","38.67433031006115","37.699844403384205","41.59802306425045","39.04095826893354","40.87552022196137","39.10360268674947","37.490530303030305","37.34945086986102","39.17844444444444","38.28343111470769","36.27578215527233","38.39943236585627","38.70371892336141","39.86511842509998","38.523993882038056","36.5696892511462","41.03130909855012","39.494489233595274","40.53821391484944","39.64282811865097","38.930230168516225","41.757486847430165","39.481240063593035","38.22868927589367","37.24487723832378","37.83394645411814","34.84386216798279","36.92280468922805","40.022030651341005","38.400760263558055","37.368758915834505","34.79050670939316","39.116401834275386","40.69728194274255","34.9742268041237","41.35451601711578","38.63643223664355","37.00324644772751","41.46215644820295","40.76110143665647","38.370596339303276","39.00837295844534","39.846959122632114","37.604740904079385","40.77984125368885","36.89281751235753","43.301307590152206","37.78237547892723","39.867831449126435","38.638430173292576","36.31482599074631","37.61986647784743","41.14649446494463","39.83511733223548","43.59405011590688","39.071516204887025","40.33421364665302","40.02798184961106","39.949786975045626","38.86780334534705","40.8850195755203","37.4003857948363","36.10983409954028","35.59389765758524","39.03107049608356","39.56008711146308","37.69071207430342","36.56974858069748","38.23790246657882","35.820792841335546","38.41245587493699"
,"39.92509264160933","40.4022213407378","40.73430791249234","40.97924493723086","41.34326047358833","37.4348975238802","45.6425951893","40.55174374526157","38.90975114271207","42.18107569721118","41.060742971887585","45.390901476285215","40.804673975764594","39.37470880178266","39.73564496562882","41.21303805364943","41.02393393673602","42.02634718631933","42.206426347079386","40.640629568268224","42.264005016722415","41.214353747975984","39.64404808065142","40.50000000000001","38.19983935063839","38.33116400148752","40.18171513060619","39.10121735715687","37.23368690216879","40.76926947071845","38.221382889980546","41.60649891024372","39.78777670837346","41.78524361022362","43.00718461995837","39.38101362293993","39.392742453436114","41.113151152860794","39.912392956797845","37.904904089757515","41.76480470390593","40.709206255532614","41.66429980276133","39.19392544453472","39.39153331982985","43.239191776680464","41.65967126504254","44.239735700595176","41.97946551385342","40.92281140570287","42.023195633763045","42.55516323815373","41.23033264238479","39.27808122632369","41.74817012858557","36.00118436636402","38.20014833651196","40.87680433039295","40.33480969531786","39.73415927585264","37.97605495583907","39.083889225793456","41.81118400169293","35.64071229050279","44.013648507376004","40.85434995112417","36.22838205600914","43.22756245502209","41.44161582158636","42.71932661213623","40.90041928721176","43.46670560747662","40.225123534541225","41.55221350382643","39.23502061163838","45.76530816102288","39.32656894182319","40.63466189416656","39.65234375000001","39.230957509300985","40.23265206812654","43.80820399113083","42.13679291687162","45.1928277173339","40.35219376613064","42.47738405419491","43.341675178753825","42.77164968652038","42.64323318507761","42.422854579886405","41.62721865106016","39.63435776201736","37.00995704802812","41.903122130394884","40.86709824828634","38.59600788565797","38.57749406175772","40.16097170315003","37.49687700927715","39.488711374725"
,"42.935393839156504","41.36704331450096","42.28777486382893","45.160864075042845","43.467722499569646","39.83998203054806","48.09972504230119","41.00650540590071","41.36321700762133","46.59683717297932","44.9300580348209","45.972310440651015","41.485849056603804","41.42052097220798","43.30200451999609","42.07039894426961","43.14934127413827","44.563006561173346","43.932364549695","42.84827520849131","44.879670385914636","44.590571984796505","41.30951939994445","41.975066131086535","41.83704712387555","41.48363338788873","41.83186349693253","39.61667920270782","39.90589213151087","41.850286881260374","40.46111161237933","43.32095864661654","42.95179245283021","43.441437530149535","45.44284879758542","39.89695961140601","42.91770684736091","42.17942780693629","42.22418252355442","37.723333620764","43.12100316681989","43.724901147651664","43.95550786838339","41.15974427186134","40.91253572484476","45.174849650004944","41.97107438016528","44.65902345619915","42.64808841665876","42.63428571428571","43.70860897145446","45.24744872684039","43.484024343856944","40.595677717163206","42.88489414457374","38.234906381352666","38.98359133126932","42.75217559466256","41.04828747894438","40.8922771562613","41.86405665945311","41.46743313924798","45.79163582531457","36.05583024309848","45.06929564622754","43.721006144393286","38.76854880358068","44.43969200198707","43.29681686647378","44.17045661269784","42.73379629629634","45.58732023686437","42.63347797377605","42.56146746654361","42.758816890811616","47.66765493496557","42.13577624358292","41.98474035120671","41.33712951491471","43.26802780191139","43.3698127774561","43.503964416940654","43.32644313202515","45.250650390234185","42.96968964517067","42.574360260913224","44.544790652385615","44.182315533526605","44.27796946433192","41.59296411415655","44.55707380554005","42.99060240963857","40.03006807866869","43.23583415597236","43.47749976659508","40.42053673391702","41.55474978388244","43.90128105254048","39.05633118317575","42.59433258762116"
,"43.41422257934916","43.68361581920903","44.43837923518924","46.994566634790935","45.647841513897134","40.39958158995818","48.04038029032918","42.62574044157246","41.582652479574406","46.0933751614689","46.19686107343537","46.7324170616114","44.22707231040567","43.7908615136876","43.4320899091344","44.51008222396242","45.91952436091565","46.941574300206625","46.4200209095661","46.09151910531223","48.46647932557207","45.54810718460568","44.3399492477796","42.58732501666512","43.68080480670412","44.22597577388965","42.619819988749306","43.45186915887851","44.16760974719356","44.55154445591963","40.704555295747824","43.08458696225921","43.73327880770627","46.27273588480483","46.85987922249485","39.93986049676759","44.45755878108824","42.10675047015736","44.23411596021152","41.45656987141275","43.203283815480845","44.389186196715265","46.42574166206006","43.40750870213822","42.720364741641326","45.910391566265034","46.09200072228241","44.05913106183527","44.93518864400454","44.30703369545207","43.7453663606444","46.2912811218163","45.88556139692076","41.44405425042385","45.534160910957596","41.130608825172224","42.42669893123614","43.20720386186411","42.976587728740625","42.04854837294972","44.922022729443235","44.70223098374846","47.068505516549656","38.031217606251474","46.24928774928776","44.31370665202674","38.377050524934376","46.30199361269718","45.58341698454126","45.610035211267615","43.073465419868505","47.94328931347757","44.42443759071119","44.94970681100587","44.032195077649625","48.65242472563546","44.058641188959676","42.92349627475921","40.86518491528514","44.238434814408485","43.13229733468599","44.058015126360445","44.616048237476804","47.38380729013978","44.80898824400629","44.984479371316255","45.71084337349399","46.94229535246124","46.08336808741349","45.21594973860405","45.8663348578603","43.75462278106508","40.27303877367","42.960841967702805","45.37284816467801","41.268870575014056","44.49711224965071","43.87464530128526","41.26924394211831","43.27199380071111"
